Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Founded Date,Closed Date,Last Funding Date,Number of Funding Rounds,Last Funding Amount,Last Funding Type,Last Equity Funding Amount,Total Equity Funding Amount,Total Funding Amount
The Katadhin Company,https://www.crunchbase.com/organization/the-katadhin-company,"Media and Entertainment, Sales and Marketing, Internet Services","Raleigh, North Carolina, United States",The Katadhin Company is a media consultancy that helps brands and retailers in media strategic development and digital marketing.,"54,856",8/13/13,,9/1/13,1,"$50,000 ",Seed,"$50,000 ","$50,000 ","$50,000 "
HealthyMe Mobile Solutions (name changed to SanusEO),https://www.crunchbase.com/organization/healthyme-mobile-solutions,Health Care,"St Louis, Missouri, United States",MealthyMe mobile solutions provides medical advice to diabetic patients via text messages.,"55,324",11/5/12,,9/1/13,1,"$50,000 ",Seed,"$50,000 ","$50,000 ","$50,000 "
APE Systems,https://www.crunchbase.com/organization/ape-systems,"Data and Analytics, Sports, Health Care, Education","Providence, Rhode Island, United States",APE offers a centralized system that enables coaches to track the progressions of their athletes.,"55,824",5/8/13,,9/1/13,1,"$20,000 ",Seed,"$20,000 ","$20,000 ","$20,000 "
WoofRadar,https://www.crunchbase.com/organization/woofradar,"Apps, Software, Mobile","San Francisco, California, United States",WoofRadar is a crowdsourced mobile app and social network for dog owners to find dog parks in the vicinity.,"55,890",1/1/13,,9/1/13,1,"$400,000 ",Seed,"$400,000 ","$400,000 ","$400,000 "
WeHaus,https://www.crunchbase.com/organization/wehaus,"Consumer Electronics, Real Estate","New York, New York, United States","WeHaus is made by Patagonic Labs, an engineering startup that loves building stuff. They create connected products for daily happiness.","56,709",1/1/13,,9/1/13,1,"$25,000 ",Seed,"$25,000 ","$25,000 ","$25,000 "
Offerboxx,https://www.crunchbase.com/organization/offerboxx,Software,"Tulsa, Oklahoma, United States","Offerboxx is a technology company based in Tulsa, OK.","57,882",8/29/13,,9/1/13,1,"$40,000 ",Seed,"$40,000 ","$40,000 ","$40,000 "
Fly Apparel,https://www.crunchbase.com/organization/fly-apparel,"Commerce and Shopping, Clothing and Apparel, Design","Columbus, Ohio, United States",Fly Apparel is an online clothing brand offering a range of shirts for men.,"58,230",1/1/12,,9/1/13,1,"$20,000 ",Seed,"$20,000 ","$20,000 ","$20,000 "
GreenDot Trans,https://www.crunchbase.com/organization/greendot-trans,"Software, Transportation","Nashville, Tennessee, United States","GreenDot Trans is based in Nashville, Tennessee, United States.","58,800",1/1/13,,9/1/13,1,"$20,000 ",Seed,"$20,000 ","$20,000 ","$20,000 "
Cuedd,https://www.crunchbase.com/organization/cuedd-2,"Science and Engineering, Hardware, Software, Health Care, Transportation","St Louis, Missouri, United States",Cuedd provides a software platform that enables engineers to perform image and video analysis for applications in many fields.,"59,900",1/1/12,,9/1/13,1,"$20,000 ",Seed,"$20,000 ","$20,000 ","$20,000 "
Marvin,https://www.crunchbase.com/organization/marvin,Transportation,"San Francisco, California, United States",Marvin is a car-sharing platform that accelerates the transition of transportation from gasoline cars to self-driving electric cars.,"61,092",1/1/13,1/1/14,9/1/13,1,"$10,000 ",Seed,"$10,000 ","$10,000 ","$10,000 "
Automatad,https://www.crunchbase.com/organization/automatad,"Sales and Marketing, Internet Services, Advertising","New York, New York, United States","Automatad is a digital media products co, that provides a suite of programmatic monetization solutions to Publishers","65,424",1/1/13,,9/1/13,1,"$20,000 ",Seed,"$20,000 ","$20,000 ","$20,000 "
Trustribe,https://www.crunchbase.com/organization/trustribe,"Information Technology, Software","San Francisco, California, United States",Reputation system for the Sharing services.,,1/1/13,,9/1/13,1,"â‚¬70,000",Seed,"â‚¬70,000","$92,522 ","$92,522 "
Edoome,https://www.crunchbase.com/organization/edoome,"Community and Lifestyle, Software, Education","Palo Alto, California, United States",Edoome offers an online community enabling teachers and students to communicate and collaborate.,"33,835",3/1/12,,9/2/13,3,"$100,000 ",Seed,"$100,000 ","$200,000 ","$200,000 "
eGood,https://www.crunchbase.com/organization/egood,"Platforms, Apps, Software, Sales and Marketing, Payments, Financial Services, Mobile","Glendora, California, United States","eGood is social community movement that connects consumers, companies, and causes for a greater global good.","27,996",3/12/12,,9/4/13,1,"$3,000,000 ",Seed,"$3,000,000 ","$3,000,000 ","$3,000,000 "
Tucker Blair,https://www.crunchbase.com/organization/tucker-blair,"Commerce and Shopping, Community and Lifestyle","Boston, Massachusetts, United States","Tucker Blair designs and sells belts, wallets, flasks, coaster sets, key fobs, and other accessories for men.","39,751",1/1/13,,9/4/13,1,"$610,000 ",Seed,"$610,000 ","$610,000 ","$610,000 "
OYE! Business Intelligence,https://www.crunchbase.com/organization/oye,"Media and Entertainment, Information Technology, Data and Analytics, Internet Services","Columbus, Ohio, United States","OYE! solution provides organizations with unique insights into Hispanic conversations online, regardless of the language they speak","50,974",1/1/13,,9/4/13,1,"$20,000 ",Seed,"$20,000 ","$20,000 ","$20,000 "
AimWith,https://www.crunchbase.com/organization/aimwith,"Financial Services, Lending and Investments","San Francisco, California, United States","AimWith is a social equity marketplace where crowdfunders, impact investors, and philanthropic organizations invest in change.","64,621",1/1/13,,9/4/13,1,"$5,000 ",Seed,"$5,000 ","$5,000 ","$5,000 "
PetSitnStay,https://www.crunchbase.com/organization/petsitnstay,"Community and Lifestyle, Health Care","Scottsdale, Arizona, United States","PetSitnStay connects local pet sitters with pet owners, providing owners with a personalized solution to current boarding options.","65,799",10/30/13,10/30/15,9/5/13,1,"$3,000 ",Seed,"$3,000 ","$3,000 ","$3,000 "
Mitro,https://www.crunchbase.com/organization/mitro,"Information Technology, Software, Internet Services, Privacy and Security, Messaging and Telecommunications","New York, New York, United States",Mitro is a browser extension that stores and shares cloud service credentials.,"22,689",1/1/12,,9/6/13,2,"$1,200,000 ",Seed,"$1,200,000 ","$1,200,000 ","$2,400,000 "
Pinocular,https://www.crunchbase.com/organization/pinocular,"Travel and Tourism, Sports","New York, New York, United States",Pinocular was made for travelers by travelers. After working in Silicon Valley long enough the founders began going outside more often.,"58,535",1/1/12,,9/6/13,1,"$40,000 ",Seed,"$40,000 ","$40,000 ","$40,000 "
iMedicare,https://www.crunchbase.com/organization/imedicare,"Health Care, Mobile","New York, New York, United States",iMedicare is a web-based pharmaceutical platform that enables pharmacies to track their patientsâ€™ medication plans.,"24,692",1/12/12,,9/7/13,3,"$200,000 ",Seed,"$400,000 ","$620,000 ","$620,000 "
American Oil Solutions,https://www.crunchbase.com/organization/american-oil-solutions,Manufacturing,"Bridgeport, Connecticut, United States",American Oil Solutions is a green technology company that recycles used hydrocarbon products.,"56,322",1/1/12,,9/7/13,1,"$150,000 ",Seed,"$150,000 ","$150,000 ","$150,000 "
CaroGen,https://www.crunchbase.com/organization/carogen,"Biotechnology, Science and Engineering","Hamden, Connecticut, United States","CaroGen develops vaccine candidates targeting hepatitis B and C, and other viral agents.","51,010",1/1/12,,9/9/13,1,"$150,000 ",Seed,"$150,000 ","$150,000 ","$150,000 "
Engineered Carbon Solutions,https://www.crunchbase.com/organization/engineered-carbon-solutions,"Science and Engineering, Energy, Sustainability","Norwich, Connecticut, United States","Engineered Carbon Solutions commercializes a hybrid pellet, made of waste paper and coal, for the pellet stove market.","54,887",1/1/13,,9/9/13,1,"$150,000 ",Seed,"$150,000 ","$150,000 ","$150,000 "
SlickLogin,https://www.crunchbase.com/organization/slicklogin,"Apps, Software, Privacy and Security, Mobile","Palo Alto, California, United States",SlickLogin creates the simplest login experience for you using your smartphone.,"41,724",1/1/13,,9/10/13,1,"$20,000 ",Seed,"$20,000 ","$20,000 ","$20,000 "
Direct Spinal Therapeutics,https://www.crunchbase.com/organization/direct-spinal-therapeutics,"Biotechnology, Science and Engineering, Health Care","Charlottesville, Virginia, United States","Direct Spinal Therapeutics operates in the healthcare industry, focusing on biotechnology-related businesses.","43,618",1/1/13,,9/10/13,1,"$1,000,000 ",Seed,"$1,000,000 ","$1,000,000 ","$1,000,000 "
Lessonface,https://www.crunchbase.com/organization/lessonface,"Media and Entertainment, Music and Audio","Brooklyn, New York, United States",Lessonface makes the best music teachers in the world more accessible.,"45,429",1/1/12,,9/10/13,1,"$89,998 ",Seed,"$89,998 ","$89,998 ","$89,998 "
BuzzSpice,https://www.crunchbase.com/organization/buzzspice,"Media and Entertainment, Sales and Marketing, Internet Services, Advertising","San Diego, California, United States",BuzzSpice automates Facebook marketing for business pages.,"54,025",1/1/12,,9/10/13,1,"$20,000 ",Seed,"$20,000 ","$20,000 ","$20,000 "
Status4,https://www.crunchbase.com/organization/status4,"Media and Entertainment, Music and Audio","Charlotte, North Carolina, United States","Status4, a community-driven organization, uses music and media arts to provide inspiration and information to the youth.","54,963",1/1/13,,9/10/13,1,"$112,500 ",Seed,"$112,500 ","$112,500 ","$112,500 "
OpenROV,https://www.crunchbase.com/organization/openrov,"Science and Engineering, Hardware, Consumer Electronics, Software, Consumer Goods","Berkeley, California, United States",Open Source Underwater Robots for Exploration and Education.,"19,252",1/1/12,,9/11/13,1,"$1,300,000 ",Seed,"$1,300,000 ","$1,300,000 ","$1,300,000 "
Covaron Advanced Materials,https://www.crunchbase.com/organization/covaron-advanced-materials,"Manufacturing, Science and Engineering, Data and Analytics","Ann Arbor, Michigan, United States","Covaron is an advanced materials company developing thermosetting ceramics, a new, patent-pending product.","27,945",1/1/13,,9/11/13,2,"$550,000 ",Seed,"$550,000 ","$1,100,000 ","$1,100,000 "
Symvato,https://www.crunchbase.com/organization/symvato,"Information Technology, Software, Health Care","St Louis, Missouri, United States",Symvato provides self-paced HIPAA compliance tools for healthcare providers.,"53,528",1/1/12,,9/11/13,1,"$50,000 ",Seed,"$50,000 ","$50,000 ","$50,000 "
Temnos,https://www.crunchbase.com/organization/temnos,"Media and Entertainment, Software","San Jose, California, United States",Temnos offers a content intelligence platform that enables users to extract metadata that exists in unstructured text-based media.,"36,019",9/1/13,,9/12/13,1,"$1,500,000 ",Seed,"$1,500,000 ","$1,500,000 ","$1,500,000 "
Liztic LLC,https://www.crunchbase.com/organization/liztic,"Platforms, Media and Entertainment, Music and Audio, Software, Internet Services, Video, Content and Publishing, Mobile","Atlanta, Georgia, United States",Liztener - Music Listening & Sharing,"39,133",7/1/13,,9/12/13,2,"$400,000 ",Seed,"$400,000 ","$460,000 ","$460,000 "
SHADOW,https://www.crunchbase.com/organization/shadow,Data and Analytics,"New York, New York, United States",Shadow is a mobile application that helps users remember and record their dreams.,"13,549",1/1/13,,9/13/13,1,"$100,000 ",Seed,"$100,000 ","$100,000 ","$100,000 "
Workers On Call,https://www.crunchbase.com/organization/workers-on-call,"Apps, Software, Professional Services","Pahoa, Hawaii, United States",Workers On Call is an outsourced worker site helping companies find skilled workers who are available and ready to start working.,"49,398",1/2/13,,9/13/13,2,"$20,000 ",Seed,"$20,000 ","$170,000 ","$170,000 "
HASH,https://www.crunchbase.com/organization/hash,"Information Technology, Internet Services, Privacy and Security, Messaging and Telecommunications","Miami, Florida, United States",HASH is a mobile messaging application that enables users to capture how they feel and share them with friends.,"45,538",6/26/13,,9/14/13,1,"$100,000 ",Seed,"$100,000 ","$100,000 ","$100,000 "
Veristorm,https://www.crunchbase.com/organization/veristorm,"Data and Analytics, Software","Santa Clara, California, United States",Veristorm offers a big data management platform that enables mainframe users to integrate their critical data.,"30,743",7/9/13,,9/15/13,1,"$1,500,000 ",Seed,"$1,500,000 ","$1,500,000 ","$1,500,000 "
Gondola,https://www.crunchbase.com/organization/gondola,"Data and Analytics, Mobile","New York, New York, United States",Gondola is a virtual economy management tool that enables mobile game developers to balance and optimize virtual economies.,"39,537",3/1/13,,9/15/13,1,"$200,000 ",Seed,"$200,000 ","$200,000 ","$200,000 "
BuildingOps,https://www.crunchbase.com/organization/buildingops,"Commerce and Shopping, Real Estate, Data and Analytics","New York, New York, United States",BuildingOps connects building managers with service providers through real-time bidding.,"43,365",7/4/12,,9/15/13,2,"$175,000 ",Seed,"$175,000 ","$475,000 ","$475,000 "
PushPage,https://www.crunchbase.com/organization/pushpage,"Community and Lifestyle, Sports, Internet Services","Cambridge, Massachusetts, United States","PushPage is an online portal that allows people to publicize their likes and interests, and learn interesting things about other people.","30,431",1/1/12,,9/16/13,1,"$1,700,000 ",Seed,"$1,700,000 ","$1,700,000 ","$1,700,000 "
Houserie,https://www.crunchbase.com/organization/houserie,Real Estate,"Pleasanton, California, United States",Houserie is an online tool for property owners to screen potential tenants.,"50,023",1/1/13,,9/16/13,1,"$250,000 ",Seed,"$250,000 ","$250,000 ","$250,000 "
