Company,Founded Date,Closed Date,Funding Rounds,Last Funding Date,Last Funding Amount,Total Funding Amount,Status,Funding Type,Money Raised,Announced On Date
Acquaintable,2012-01-01,,1,2013-01-07,"$40,000 ","$40,000 ",Was Acquired,Seed,"$40,000 ",2013-01-07
Acre Designs,2015-12-11,,1,2015-11-21,"$1,400,000 ","$1,400,000 ",Operating,Seed,"$1,400,000 ",2015-11-21
Acrobatiq,2013-01-01,,1,2015-07-28,"$9,750,000 ","$9,750,000 ",Operating,Series A,"$9,750,000 ",2015-07-28
ActionIQ,2014-07-01,,2,2017-04-03,"$13,000,000 ","$15,000,000 ",Operating,Seed,"$2,000,000 ",2014-08-21
ActionIQ,2014-07-01,,2,2017-04-03,"$13,000,000 ","$15,000,000 ",Operating,Series A,"$13,000,000 ",2017-04-03
ActionSprout,2012-01-01,,1,2015-02-11,"$1,700,000 ","$1,700,000 ",Operating,Series A,"$1,700,000 ",2015-02-11
ActionStreamer,2015-01-01,,1,2017-07-25,"$1,880,000 ","$1,880,000 ",Operating,Seed,"$1,880,000 ",2017-07-25
ActionX,2012-01-01,,2,2013-09-16,"$3,000,000 ","$5,000,000 ",Was Acquired,Seed,"$2,000,000 ",2012-03-01
ActionX,2012-01-01,,2,2013-09-16,"$3,000,000 ","$5,000,000 ",Was Acquired,Series A,"$3,000,000 ",2013-09-16
Actionable Quality Assurance,2015-01-01,,1,2017-08-15,"$2,000,000 ","$2,000,000 ",Operating,Seed,"$2,000,000 ",2017-08-15
Activate Hub,2012-01-01,,1,2014-05-01,"$17,000 ","$17,000 ",Operating,Seed,"$17,000 ",2014-05-01
Activate by Bloglovin,2012-03-15,,4,2014-08-31,"$500,000 ","$1,465,000 ",Was Acquired,Seed,"$500,000 ",2014-08-31
Activate by Bloglovin,2012-03-15,,4,2014-08-31,"$500,000 ","$1,465,000 ",Was Acquired,Seed,"$435,000 ",2013-05-16
Activate by Bloglovin,2012-03-15,,4,2014-08-31,"$500,000 ","$1,465,000 ",Was Acquired,Seed,"$345,000 ",2013-09-30
Activate by Bloglovin,2012-03-15,,4,2014-08-31,"$500,000 ","$1,465,000 ",Was Acquired,Seed,"$185,000 ",2013-04-15
Activehours,2012-01-01,,2,2017-01-09,"$22,000,000 ","$26,099,999 ",Operating,Seed,"$4,099,999 ",2014-07-23
Activehours,2012-01-01,,2,2017-01-09,"$22,000,000 ","$26,099,999 ",Operating,Series A,"$22,000,000 ",2017-01-09
Activiter,2015-01-01,,1,2016-04-20,"$175,000 ","$175,000 ",Operating,Seed,"$175,000 ",2016-04-20
Ad Hoc Labs,2012-08-01,,2,2013-10-21,"$2,000,000 ","$2,000,000 ",Operating,Series A,"$2,000,000 ",2013-10-21
AdAdapted,2012-01-01,,3,2015-05-07,"$460,000 ","$1,185,000 ",Operating,Seed,"$460,000 ",2015-05-07
AdAdapted,2012-01-01,,3,2015-05-07,"$460,000 ","$1,185,000 ",Operating,Seed,"$400,000 ",2014-07-09
AdAdapted,2012-01-01,,3,2015-05-07,"$460,000 ","$1,185,000 ",Operating,Seed,"$325,000 ",2014-01-29
AdBm Technologies,2012-03-26,,1,2014-10-03,"$1,300,000 ","$1,300,000 ",Operating,Series A,"$1,300,000 ",2014-10-03
AdBuddy Inc,2012-06-13,,1,2012-09-01,"$100,000 ","$100,000 ",Operating,Seed,"$100,000 ",2012-09-01
AdEspresso,2013-10-01,,4,2016-05-06,"$1,400,000 ","$3,200,000 ",Was Acquired,Seed,"$1,300,000 ",2014-06-24
AdEspresso,2013-10-01,,4,2016-05-06,"$1,400,000 ","$3,200,000 ",Was Acquired,Seed,"$500,000 ",2013-12-25
AdEspresso,2013-10-01,,4,2016-05-06,"$1,400,000 ","$3,200,000 ",Was Acquired,Series A,"$1,400,000 ",2016-05-06
AdLyft,2013-01-01,,1,2014-10-15,"$100,000 ","$100,000 ",Operating,Seed,"$100,000 ",2014-10-15
AdQuick,2016-01-01,,1,2017-07-14,"$1,100,000 ","$1,100,000 ",Operating,Seed,"$1,100,000 ",2017-07-14
AdStage,2012-05-01,,6,2016-09-19,"$2,000,000 ","$12,250,000 ",Operating,Seed,"$1,400,000 ",2013-03-01
AdStage,2012-05-01,,6,2016-09-19,"$2,000,000 ","$12,250,000 ",Operating,Seed,"$1,000,000 ",2014-02-24
AdStage,2012-05-01,,6,2016-09-19,"$2,000,000 ","$12,250,000 ",Operating,Seed,"$100,000 ",2013-06-21
AdStage,2012-05-01,,6,2016-09-19,"$2,000,000 ","$12,250,000 ",Operating,Series A,"$6,250,000 ",2014-08-13
AdStage,2012-05-01,,6,2016-09-19,"$2,000,000 ","$12,250,000 ",Operating,Series A,"$2,000,000 ",2016-09-19
Adallom,2012-01-01,,3,2015-04-14,"$30,000,000 ","$49,500,000 ",Was Acquired,Series A,"$4,500,000 ",2012-12-01
Adallom,2012-01-01,,3,2015-04-14,"$30,000,000 ","$49,500,000 ",Was Acquired,Series B,"$15,000,000 ",2014-01-20
Adallom,2012-01-01,,3,2015-04-14,"$30,000,000 ","$49,500,000 ",Was Acquired,Series C,"$30,000,000 ",2015-04-14
Adamant Energy,2014-01-01,,1,2015-07-21,"$250,000 ","$250,000 ",Operating,Seed,"$250,000 ",2015-07-21
AdaptiveWell Technologies,2014-09-01,,2,2015-07-01,"$125,000 ","$800,000 ",Operating,Seed,"$675,000 ",2014-09-01
AdaptiveWell Technologies,2014-09-01,,2,2015-07-01,"$125,000 ","$800,000 ",Operating,Seed,"$125,000 ",2015-07-01
AddStructure,2014-06-01,,3,2017-02-27,"$1,850,000 ","$2,380,000 ",Operating,Seed,"$1,850,000 ",2017-02-27
AddStructure,2014-06-01,,3,2017-02-27,"$1,850,000 ","$2,380,000 ",Operating,Seed,"$450,000 ",2017-02-14
AddStructure,2014-06-01,,3,2017-02-27,"$1,850,000 ","$2,380,000 ",Operating,Seed,"$80,000 ",2015-05-25
Addapp,2014-04-03,,1,2014-04-04,"$1,800,000 ","$1,800,000 ",Operating,Seed,"$1,800,000 ",2014-04-04
Addiction Campuses of America,2014-01-01,,3,2015-05-15,"$3,000,000 ","$8,500,000 ",Operating,Series A,"$5,500,000 ",2014-05-28
Addiction Campuses of America,2014-01-01,,3,2015-05-15,"$3,000,000 ","$8,500,000 ",Operating,Series C,"$3,000,000 ",2015-05-15
Addvocate,2012-05-01,,2,2013-07-24,"$2,390,000 ","$2,729,000 ",Was Acquired,Seed,"$339,000 ",2013-05-15
Addvocate,2012-05-01,,2,2013-07-24,"$2,390,000 ","$2,729,000 ",Was Acquired,Series A,"$2,390,000 ",2013-07-24
Adello Inc,2012-12-12,,1,2014-08-12,"$2,000,000 ","$2,000,000 ",Operating,Series A,"$2,000,000 ",2014-08-12
Ader,2014-11-10,,1,2015-12-27,"$125,000 ","$125,000 ",Operating,Seed,"$125,000 ",2015-12-27
Adherence Compliance,2014-06-01,,2,2016-01-20,"$100,000 ","$270,000 ",Operating,Seed,"$170,000 ",2015-01-02
Adherence Compliance,2014-06-01,,2,2016-01-20,"$100,000 ","$270,000 ",Operating,Seed,"$100,000 ",2016-01-20
Adicet Bio,2014-01-01,,2,2016-01-27,"$51,000,000 ","$65,625,000 ",Operating,Series A,"$51,000,000 ",2016-01-27
Adinch Inc,2012-06-05,,2,2014-09-03,"$3,000,000 ","$4,000,000 ",Operating,Seed,"$3,000,000 ",2014-09-03
Adinch Inc,2012-06-05,,2,2014-09-03,"$3,000,000 ","$4,000,000 ",Operating,Seed,"$1,000,000 ",2013-02-26
Adistry,2014-07-15,,3,2017-06-10,"$250,000 ","$370,000 ",Operating,Seed,"$250,000 ",2017-06-10
Adistry,2014-07-15,,3,2017-06-10,"$250,000 ","$370,000 ",Operating,Seed,"$100,000 ",2015-10-01
Adistry,2014-07-15,,3,2017-06-10,"$250,000 ","$370,000 ",Operating,Seed,"$20,000 ",2015-04-01
"Adlumin, Inc",2016-09-01,,1,2016-10-28,"$300,000 ","$300,000 ",Operating,Seed,"$300,000 ",2016-10-28
Admiral,2015-01-01,,1,2016-06-06,"$2,500,000 ","$2,500,000 ",Operating,Seed,"$2,500,000 ",2016-06-06
AdmitHub,2014-08-01,,2,2017-01-11,"$2,950,000 ","$3,678,000 ",Operating,Seed,"$2,950,000 ",2017-01-11
AdmitSee,2014-06-01,,3,2015-10-06,"$1,800,000 ","$2,150,000 ",Operating,Seed,"$1,800,000 ",2015-10-06
Admittedly,2013-05-01,,2,2014-08-26,"$1,200,000 ","$1,240,000 ",Was Acquired,Seed,"$1,200,000 ",2014-08-26
Admittedly,2013-05-01,,2,2014-08-26,"$1,200,000 ","$1,240,000 ",Was Acquired,Seed,"$40,000 ",2013-06-03
Adnoviv,2013-01-01,,1,2015-02-13,"$25,000 ","$25,000 ",Operating,Seed,"$25,000 ",2015-02-13
Adolade,2014-05-01,,1,2014-06-01,"$20,000 ","$20,000 ",Operating,Seed,"$20,000 ",2014-06-01
Adomik,2012-09-14,,1,2013-05-17,"$1,300,000 ","$1,300,000 ",Operating,Seed,"$1,300,000 ",2013-05-17
Adora Inc.,2014-02-01,,1,2015-08-30,"$160,000 ","$160,000 ",Operating,Seed,"$160,000 ",2015-08-30
Adored,2014-09-01,,1,2015-07-08,"$2,300,000 ","$2,300,000 ",Operating,Seed,"$2,300,000 ",2015-07-08
Adproval,2012-01-01,,1,2015-07-27,"$30,000 ","$30,000 ",Operating,Seed,"$30,000 ",2015-07-27
Adrenergics,2014-01-01,,1,2015-06-15,"$10,000,000 ","$10,000,000 ",Operating,Series A,"$10,000,000 ",2015-06-15
AdsNative,2013-01-01,,4,2015-09-24,"$8,500,000 ","$10,600,000 ",Operating,Seed,"$2,000,000 ",2014-04-03
AdsNative,2013-01-01,,4,2015-09-24,"$8,500,000 ","$10,600,000 ",Operating,Series A,"$8,500,000 ",2015-09-24
Advanced Microgrid Solutions,2012-01-01,,2,2017-07-10,"$34,000,000 ","$52,000,000 ",Operating,Series A,"$18,000,000 ",2015-07-13
Advanced Microgrid Solutions,2012-01-01,,2,2017-07-10,"$34,000,000 ","$52,000,000 ",Operating,Series B,"$34,000,000 ",2017-07-10
Advanced Robotics Artificial Intelligence (ARAI),2015-07-01,,1,2015-05-01,"$1,000,000 ","$1,000,000 ",Operating,Seed,"$1,000,000 ",2015-05-01
Adverator,2015-03-01,,1,2016-09-01,"$1,500,000 ","$1,500,000 ",Operating,Seed,"$1,500,000 ",2016-09-01
Advice Wallet,2012-01-01,,3,2014-08-01,"$1,500,000 ","$1,870,000 ",Operating,Seed,"$300,000 ",2013-07-31
Advice Wallet,2012-01-01,,3,2014-08-01,"$1,500,000 ","$1,870,000 ",Operating,Seed,"$70,000 ",2012-06-01
Advice Wallet,2012-01-01,,3,2014-08-01,"$1,500,000 ","$1,870,000 ",Operating,Series A,"$1,500,000 ",2014-08-01
Adviously Inc.,2013-01-01,,1,2014-09-09,"$400,000 ","$400,000 ",Operating,Seed,"$400,000 ",2014-09-09
AdvisorEngine,2014-01-01,,5,2016-11-18,"$20,000,000 ","$27,305,022 ",Operating,Seed,"$3,250,000 ",2015-11-18
AdvisorEngine,2014-01-01,,5,2016-11-18,"$20,000,000 ","$27,305,022 ",Operating,Series A,"$20,000,000 ",2016-11-18
AdvisoryHQ,2015-01-08,,1,2015-01-05,"$25,000 ","$25,000 ",Operating,Seed,"$25,000 ",2015-01-05
Advizr,2013-04-01,,5,2017-06-22,"$7,000,000 ","$10,585,000 ",Operating,Seed,"$1,740,000 ",2015-09-17
Advizr,2013-04-01,,5,2017-06-22,"$7,000,000 ","$10,585,000 ",Operating,Seed,"$525,000 ",2014-05-05
Advizr,2013-04-01,,5,2017-06-22,"$7,000,000 ","$10,585,000 ",Operating,Seed,"$320,000 ",2013-04-01
Advizr,2013-04-01,,5,2017-06-22,"$7,000,000 ","$10,585,000 ",Operating,Series A,"$7,000,000 ",2017-06-22
Advntur,2014-01-01,,1,2014-11-01,"$400,000 ","$400,000 ",Operating,Seed,"$400,000 ",2014-11-01
Aegle Gear,2015-01-01,,1,2016-06-06,"$750,000 ","$750,000 ",Operating,Seed,"$750,000 ",2016-06-06
Aeglea BioTherapeutics,2013-01-01,,2,2015-03-23,"$44,000,000 ","$56,000,000 ",IPO,Series A,"$12,000,000 ",2014-02-06
Aeglea BioTherapeutics,2013-01-01,,2,2015-03-23,"$44,000,000 ","$56,000,000 ",IPO,Series B,"$44,000,000 ",2015-03-23
Aerial Insights,2015-05-01,,1,2015-10-08,"$800,000 ","$800,000 ",Operating,Seed,"$800,000 ",2015-10-08
AeroState,2015-02-02,,2,2016-08-09,"$130,000 ","$230,000 ",Operating,Seed,"$130,000 ",2016-08-09
Aesthetics BioMedical,2016-01-01,,1,2016-03-25,"$700,210 ","$700,210 ",Operating,Seed,"$700,210 ",2016-03-25
Aether Ventures Inc.,2014-09-08,,1,2015-08-01,"$150,000 ","$150,000 ",Operating,Seed,"$150,000 ",2015-08-01
Aetion,2013-01-01,,1,2017-03-20,"$11,200,000 ","$11,200,000 ",Operating,Series A,"$11,200,000 ",2017-03-20
Aevena,2015-02-01,,1,2015-02-01,"$50,000 ","$50,000 ",Operating,Seed,"$50,000 ",2015-02-01
Afero,2014-01-01,,1,2016-05-18,"$20,300,000 ","$20,300,000 ",Operating,Series A,"$20,300,000 ",2016-05-18
Affigen,2016-01-01,,1,2017-02-21,"$17,000,000 ","$17,000,000 ",Operating,Series A,"$17,000,000 ",2017-02-21
Affinity.is,2012-06-01,,4,2015-12-12,"$3,500,000 ","$6,500,000 ",Operating,Seed,"$3,500,000 ",2015-12-12
Affinity.is,2012-06-01,,4,2015-12-12,"$3,500,000 ","$6,500,000 ",Operating,Seed,"$1,500,000 ",2014-04-22
Affinity.is,2012-06-01,,4,2015-12-12,"$3,500,000 ","$6,500,000 ",Operating,Seed,"$1,400,000 ",2015-05-31
Affordable College,2015-01-01,,1,2015-09-15,"$18,000 ","$18,000 ",Operating,Seed,"$18,000 ",2015-09-15
Africa Bookings,2013-01-01,,1,2015-06-01,"$25,000 ","$25,000 ",Operating,Seed,"$25,000 ",2015-06-01
After Care Apps,2014-11-02,,1,2012-11-02,"$200,000 ","$200,000 ",Operating,Seed,"$200,000 ",2012-11-02
AfterYes,2013-06-01,,1,2013-07-01,"$20,000 ","$20,000 ",Operating,Seed,"$20,000 ",2013-07-01
Aftercode,2016-01-01,,1,2017-04-28,"$2,100,000 ","$2,100,000 ",Operating,Seed,"$2,100,000 ",2017-04-28
AgVoice,2016-01-01,,1,2016-01-26,"$500,000 ","$500,000 ",Operating,Seed,"$500,000 ",2016-01-26
Agathos,2015-11-01,,2,2017-01-01,"$1,000,000 ","$1,260,000 ",Operating,Seed,"$1,000,000 ",2017-01-01
Agency of Trillions (AoT),2013-01-01,,4,2016-11-29,"$500,000 ","$3,000,000 ",Was Acquired,Seed,"$1,000,000 ",2013-01-01
Agency of Trillions (AoT),2013-01-01,,4,2016-11-29,"$500,000 ","$3,000,000 ",Was Acquired,Series A,"$1,000,000 ",2015-03-19
Agency of Trillions (AoT),2013-01-01,,4,2016-11-29,"$500,000 ","$3,000,000 ",Was Acquired,Series A,"$500,000 ",2016-04-04
Agency of Trillions (AoT),2013-01-01,,4,2016-11-29,"$500,000 ","$3,000,000 ",Was Acquired,Series B,"$500,000 ",2016-11-29
Agenovir Corporation,2014-01-01,,1,2016-05-17,"$10,600,000 ","$10,600,000 ",Operating,Series A,"$10,600,000 ",2016-05-17
Agent IQ,2015-09-16,,1,2016-11-10,"$2,200,000 ","$2,200,000 ",Operating,Seed,"$2,200,000 ",2016-11-10
Agent Review,2014-08-01,,1,2015-08-01,"$250,000 ","$250,000 ",Operating,Seed,"$250,000 ",2015-08-01
Agent.ai,2015-11-01,,1,2017-02-08,"$2,700,000 ","$2,700,000 ",Operating,Seed,"$2,700,000 ",2017-02-08
AgentBridge,2013-01-01,,1,2014-01-22,"$250,000 ","$250,000 ",Operating,Seed,"$250,000 ",2014-01-22
AgentPair,2013-01-01,,4,2015-03-15,"$50,000 ","$140,000 ",Operating,Seed,"$50,000 ",2013-07-01
AgentPair,2013-01-01,,4,2015-03-15,"$50,000 ","$140,000 ",Operating,Seed,"$50,000 ",2015-03-15
AgentPair,2013-01-01,,4,2015-03-15,"$50,000 ","$140,000 ",Operating,Seed,"$20,000 ",2014-03-01
AgentPair,2013-01-01,,4,2015-03-15,"$50,000 ","$140,000 ",Operating,Seed,"$20,000 ",2013-01-01
AgentRave,2015-07-15,,1,2015-08-15,"$45,000 ","$45,000 ",Operating,Seed,"$45,000 ",2015-08-15
Agentdesks,2014-10-17,,3,2016-02-17,"$1,000,000 ","$2,954,000 ",Operating,Seed,"$1,900,000 ",2015-10-19
Agentdesks,2014-10-17,,3,2016-02-17,"$1,000,000 ","$2,954,000 ",Operating,Seed,"$1,000,000 ",2016-02-17
Agentdesks,2014-10-17,,3,2016-02-17,"$1,000,000 ","$2,954,000 ",Operating,Seed,"$54,000 ",2015-01-20
Agentology,2014-01-01,,2,2017-06-01,"$4,500,000 ","$5,300,000 ",Operating,Seed,"$800,000 ",2015-05-15
Agentology,2014-01-01,,2,2017-06-01,"$4,500,000 ","$5,300,000 ",Operating,Series A,"$4,500,000 ",2017-06-01
Aggregage,2013-01-01,,1,2014-11-05,"$1,000,000 ","$1,000,000 ",Operating,Seed,"$1,000,000 ",2014-11-05
"Agile Stacks, Inc",2016-11-01,,2,2016-12-29,"$2,420,000 ","$2,530,000 ",Operating,Seed,"$2,420,000 ",2016-12-29
Agilis Biotherapeutics,2013-01-01,,1,2014-01-01,"$8,000,000 ","$8,000,000 ",Operating,Series A,"$8,000,000 ",2014-01-01
Agnicore Inc,2016-01-01,,1,2016-03-22,"$2,000,000 ","$2,000,000 ",Operating,Seed,"$2,000,000 ",2016-03-22
Agolo,2012-12-07,,5,2017-05-03,"$3,500,000 ","$3,590,000 ",Operating,Seed,"$3,500,000 ",2017-05-03
Agolo,2012-12-07,,5,2017-05-03,"$3,500,000 ","$3,590,000 ",Operating,Seed,"$50,000 ",2014-02-28
Agolo,2012-12-07,,5,2017-05-03,"$3,500,000 ","$3,590,000 ",Operating,Seed,"$40,000 ",2013-06-03
Agora Shopping,2012-03-19,,1,2012-11-05,"$5,000 ","$5,000 ",Operating,Seed,"$5,000 ",2012-11-05
Agora.io,2014-01-01,,2,2015-09-15,"$20,000,000 ","$25,000,000 ",Operating,Series A,"$5,000,000 ",2015-07-22
Agora.io,2014-01-01,,2,2015-09-15,"$20,000,000 ","$25,000,000 ",Operating,Series B,"$20,000,000 ",2015-09-15
AgriMetis,2014-01-01,,2,2017-01-06,"$23,500,000 ","$30,800,000 ",Operating,Series A,"$7,300,000 ",2015-02-13
AgriMetis,2014-01-01,,2,2017-01-06,"$23,500,000 ","$30,800,000 ",Operating,Series B,"$23,500,000 ",2017-01-06
AgriSource Data,2015-05-01,,1,2016-11-01,"$685,000 ","$685,000 ",Operating,Seed,"$685,000 ",2016-11-01
AgriSync,2014-07-01,,2,2016-02-09,"$450,000 ","$625,000 ",Operating,Seed,"$450,000 ",2016-02-09
Agrible,2012-01-01,,2,2015-07-21,"$4,099,999 ","$4,099,999 ",Operating,Series A,"$4,099,999 ",2015-07-21
Agribody Technologies,2015-08-18,,1,2015-09-16,"$250,000 ","$250,000 ",Operating,Seed,"$250,000 ",2015-09-16
Agrilicious.com,2013-11-01,,1,2014-09-12,"$500,000 ","$500,000 ",Operating,Seed,"$500,000 ",2014-09-12
AgroSpheres,2016-03-21,,1,2017-08-21,"$750,000 ","$750,000 ",Operating,Seed,"$750,000 ",2017-08-21
Agronomic Technology Corp,2013-11-26,,2,2014-10-08,"$2,495,000 ","$2,745,000 ",Operating,Seed,"$250,000 ",2014-02-15
Agronomic Technology Corp,2013-11-26,,2,2014-10-08,"$2,495,000 ","$2,745,000 ",Operating,Series A,"$2,495,000 ",2014-10-08
AiVita Biomedical,2016-01-01,,1,2016-06-06,"$2,007,667 ","$2,007,667 ",Operating,Series A,"$2,007,667 ",2016-06-06
Aidhenscorner,2014-04-24,,1,2014-08-22,"$300,000 ","$300,000 ",Operating,Seed,"$300,000 ",2014-08-22
AimWith,2013-01-01,,1,2013-09-04,"$5,000 ","$5,000 ",Operating,Seed,"$5,000 ",2013-09-04
Aingel Corp.,2016-06-25,,1,2016-09-22,"$550,000 ","$550,000 ",Operating,Seed,"$550,000 ",2016-09-22
Aiqudo,2017-03-01,,1,2017-07-26,"$5,200,000 ","$5,200,000 ",Operating,Series A,"$5,200,000 ",2017-07-26
AirHelp,2013-01-25,,2,2016-08-03,"$12,000,000 ","$12,221,000 ",Operating,Seed,"$221,000 ",2014-03-14
AirHelp,2013-01-25,,2,2016-08-03,"$12,000,000 ","$12,221,000 ",Operating,Series A,"$12,000,000 ",2016-08-03
AirMap,2014-12-01,,3,2017-02-23,"$26,000,000 ","$43,600,000 ",Operating,Seed,"$2,600,000 ",2015-07-14
AirMap,2014-12-01,,3,2017-02-23,"$26,000,000 ","$43,600,000 ",Operating,Series A,"$15,000,000 ",2016-04-07
AirMap,2014-12-01,,3,2017-02-23,"$26,000,000 ","$43,600,000 ",Operating,Series B,"$26,000,000 ",2017-02-23
AirXP,2012-01-01,,1,2013-03-14,"$1,000,000 ","$1,000,000 ",Operating,Seed,"$1,000,000 ",2013-03-14
Aira,2014-01-29,,4,2017-05-16,"$12,000,000 ","$15,340,000 ",Operating,Seed,"$790,000 ",2015-10-29
Aira,2014-01-29,,4,2017-05-16,"$12,000,000 ","$15,340,000 ",Operating,Series A,"$2,550,000 ",2016-03-02
Aira,2014-01-29,,4,2017-05-16,"$12,000,000 ","$15,340,000 ",Operating,Series B,"$12,000,000 ",2017-05-16
Airbanq,2014-04-13,,2,2016-09-07,"$3,350,000 ","$4,100,000 ",Operating,Seed,"$3,350,000 ",2016-09-07
Airbitz,2014-01-01,,2,2015-07-10,"$450,000 ","$450,000 ",Operating,Seed,"$450,000 ",2015-07-10
Airfordable,2015-01-01,,1,2016-08-23,"$120,000 ","$120,000 ",Operating,Seed,"$120,000 ",2016-08-23
Airlitix,2016-06-17,,1,2017-06-07,"$77,000 ","$77,000 ",Operating,Seed,"$77,000 ",2017-06-07
Airmada,2015-01-01,,3,2016-05-01,"$750,000 ","$870,000 ",Operating,Seed,"$750,000 ",2016-05-01
Airmada,2015-01-01,,3,2016-05-01,"$750,000 ","$870,000 ",Operating,Seed,"$120,000 ",2015-11-21
Airmule,2015-01-01,,2,2016-12-01,"$1,050,000 ","$1,200,000 ",Operating,Seed,"$1,050,000 ",2016-12-01
Airo Health,2013-01-01,,3,2016-08-23,"$120,000 ","$143,810 ",Operating,Seed,"$120,000 ",2016-08-23
Airphrame,2012-06-17,,2,2014-07-16,"$4,249,998 ","$4,249,998 ",Operating,Series A,"$4,249,998 ",2014-07-16
Airseed,2013-03-01,,1,2013-05-01,"$500,000 ","$500,000 ",Operating,Seed,"$500,000 ",2013-05-01
Airspace Systems,2015-09-24,,1,2016-11-18,"$5,000,000 ","$5,000,000 ",Operating,Seed,"$5,000,000 ",2016-11-18
Airtable,2013-01-01,,3,2015-06-29,"$7,600,000 ","$10,600,000 ",Operating,Seed,"$3,000,000 ",2015-02-25
Airtable,2013-01-01,,3,2015-06-29,"$7,600,000 ","$10,600,000 ",Operating,Series A,"$7,600,000 ",2015-06-29
Airviz,2014-01-01,,1,2015-04-24,"$2,000,000 ","$2,000,000 ",Operating,Seed,"$2,000,000 ",2015-04-24
Airwavz.tv,2013-01-01,,1,2013-05-01,"$250,000 ","$250,000 ",Operating,Seed,"$250,000 ",2013-05-01
Aivvy Inc.,2014-01-01,,1,2014-06-19,"$500,000 ","$500,000 ",Operating,Seed,"$500,000 ",2014-06-19
Akabotics,2014-01-01,,1,2015-02-13,"$25,000 ","$25,000 ",Operating,Seed,"$25,000 ",2015-02-13
Akarna Therapeutics,2014-10-01,,1,2016-02-16,"$15,000,000 ","$15,000,000 ",Was Acquired,Series B,"$15,000,000 ",2016-02-16
Aki,2015-05-01,,2,2016-09-23,"$3,750,000 ","$3,750,000 ",Operating,Seed,"$3,750,000 ",2016-09-23
Akimbo LLC,2012-02-01,,2,2014-08-01,"$20,000 ","$470,000 ",Operating,Seed,"$450,000 ",2013-05-26
Akimbo LLC,2012-02-01,,2,2014-08-01,"$20,000 ","$470,000 ",Operating,Seed,"$20,000 ",2014-08-01
AkitaBox,2015-08-01,,1,2016-04-21,"$1,100,000 ","$1,100,000 ",Operating,Seed,"$1,100,000 ",2016-04-21
Akonia Holographics,2012-01-01,,1,2012-08-10,"$11,600,000 ","$11,600,000 ",Operating,Series A,"$11,600,000 ",2012-08-10
Akos,2012-01-01,,1,2017-03-09,"$1,000,000 ","$1,000,000 ",Operating,Seed,"$1,000,000 ",2017-03-09
Akouba,2014-02-27,,2,2016-05-12,"$50,000 ","$168,000 ",Operating,Seed,"$50,000 ",2016-05-12
Akriveia Therapeutics,2015-01-01,,1,2016-10-12,"$7,500,000 ","$7,500,000 ",Operating,Series A,"$7,500,000 ",2016-10-12
Akros Medical,2014-01-01,,1,2015-12-30,"$560,000 ","$560,000 ",Operating,Seed,"$560,000 ",2015-12-30
AktiveBay,2012-06-01,,1,2014-02-01,"$100,000 ","$100,000 ",Operating,Seed,"$100,000 ",2014-02-01
Alation,2012-12-12,,2,2017-07-18,"$23,000,000 ","$31,950,000 ",Operating,Series A,"$8,950,000 ",2015-03-04
Alation,2012-12-12,,2,2017-07-18,"$23,000,000 ","$31,950,000 ",Operating,Series B,"$23,000,000 ",2017-07-18
Albert,2015-11-01,,3,2016-11-23,"$2,500,000 ","$2,625,000 ",Operating,Seed,"$2,500,000 ",2016-11-23
Albert,2015-11-01,,3,2016-11-23,"$2,500,000 ","$2,625,000 ",Operating,Seed,"$125,000 ",2015-12-27
Alces Technology,2013-06-01,,3,2015-06-01,"$3,999,977 ","$10,097,281 ",Operating,Series A,"$4,597,304 ",2014-09-18
Alces Technology,2013-06-01,,3,2015-06-01,"$3,999,977 ","$10,097,281 ",Operating,Series B,"$3,999,977 ",2015-06-01
Alchemista,2012-01-01,,1,2014-09-06,"$600,000 ","$600,000 ",Operating,Seed,"$600,000 ",2014-09-06
Alector,2013-01-01,,3,2016-01-07,"$29,500,000 ","$61,500,000 ",Operating,Series C,"$32,000,000 ",2015-09-16
Alector,2013-01-01,,3,2016-01-07,"$29,500,000 ","$61,500,000 ",Operating,Series D,"$29,500,000 ",2016-01-07
Aledade,2014-01-01,,4,2017-03-08,"$20,000,000 ","$74,500,000 ",Operating,Series A,"$4,500,000 ",2014-06-18
Aledade,2014-01-01,,4,2017-03-08,"$20,000,000 ","$74,500,000 ",Operating,Series B,"$30,000,000 ",2015-06-15
Aledade,2014-01-01,,4,2017-03-08,"$20,000,000 ","$74,500,000 ",Operating,Series B,"$20,000,000 ",2017-01-10
Aledade,2014-01-01,,4,2017-03-08,"$20,000,000 ","$74,500,000 ",Operating,Series B,"$20,000,000 ",2017-03-08
Alekto,2012-07-01,2013-01-01,1,2012-08-27,"$50,000 ","$50,000 ",Closed,Seed,"$50,000 ",2012-08-27
Alephants,2015-01-01,,1,2016-08-01,"$300,000 ","$300,000 ",Operating,Seed,"$300,000 ",2016-08-01
Alert/Divert Systems,2013-01-01,,1,2013-04-17,"$20,000 ","$20,000 ",Operating,Seed,"$20,000 ",2013-04-17
AlertMedia,2013-04-01,,3,2016-04-26,"$4,000,000 ","$9,010,012 ",Operating,Seed,"$850,000 ",2013-09-01
AlertMedia,2013-04-01,,3,2016-04-26,"$4,000,000 ","$9,010,012 ",Operating,Series A,"$4,160,012 ",2015-06-11
AlertMedia,2013-04-01,,3,2016-04-26,"$4,000,000 ","$9,010,012 ",Operating,Series A,"$4,000,000 ",2016-04-26
