Company,Founded Date,Closed Date,Funding Rounds,Last Funding Date,Last Funding Amount,Total Funding Amount,Status,Funding Type,Money Raised,Announced On Date,UUID,Homepage
AVA,2016-01-01,,1,2016-06-14,3000000,3000000,Operating,Seed,3000000,2016-06-14,2cc4a599-42e2-d40a-b38e-45c85ca462f1,http://www.eatwithava.com/
AVA,2016-01-01,,1,2016-06-14,3000000,3000000,Operating,Seed,3000000,2016-06-14,274bff7c-9290-b912-a845-831b99335148,http://www.ava.fund
AVIA,2012-01-01,,4,2016-08-11,7200000,19100000,Operating,Series B,5900000,2015-09-01,f168beb1-09b5-4e1f-9f40-25462650b2a4,http://www.aviahealthinnovation.com
AVIA,2012-01-01,,4,2016-08-11,7200000,19100000,Operating,Series C,7200000,2016-08-11,f168beb1-09b5-4e1f-9f40-25462650b2a4,http://www.aviahealthinnovation.com
AX Trading Network,2013-01-01,,1,2016-10-26,20000000,20000000,Operating,Series A,20000000,2016-10-26,087f52fb-3bb2-1ead-fa9e-8426be885452,http://axtrading.com/
AZ Tech Beat,2012-01-01,,1,2014-12-16,200000,200000,Operating,Seed,200000,2014-12-16,f5597f54-ca06-88c8-f52b-aec00ff56dd2,http://aztechbeat.com
Aaptiv,2015-01-01,,2,2016-05-25,1070000,1520000,Operating,Seed,1070000,2016-05-25,ad7bcd90-61ad-6ac9-68c4-ae48fb4c13d7,http://www.aaptiv.com
Aaptiv,2015-01-01,,2,2016-05-25,1070000,1520000,Operating,Seed,450000,2016-01-29,ad7bcd90-61ad-6ac9-68c4-ae48fb4c13d7,http://www.aaptiv.com
AardvarkCompare.com,2015-05-15,,1,2015-05-15,150000,150000,Operating,Seed,150000,2015-05-15,e1dc7fdb-8a76-a67a-eda7-19111fc3ca4d,http://aardvarkcompare.com
Abakus,2013-01-01,,1,2013-12-25,825000,825000,Was Acquired,Seed,825000,2013-12-25,def201e8-3bc9-7dff-e764-10a6371121eb,http://abakus.me
Abakus,2013-01-01,,1,2013-12-25,825000,825000,Was Acquired,Seed,825000,2013-12-25,7e5d80ed-e34c-3c4b-c34c-0099b4c5ea4f,http://www.abakus.com
AbbeyPost,2012-08-01,,5,2014-07-11,425000,875000,Was Acquired,Seed,425000,2014-07-11,746e8b91-8c67-072a-b071-8695a540b4e4,http://abbeypost.com
AbbeyPost,2012-08-01,,5,2014-07-11,425000,875000,Was Acquired,Seed,225000,2014-04-06,746e8b91-8c67-072a-b071-8695a540b4e4,http://abbeypost.com
AbbeyPost,2012-08-01,,5,2014-07-11,425000,875000,Was Acquired,Seed,100000,2014-01-30,746e8b91-8c67-072a-b071-8695a540b4e4,http://abbeypost.com
AbbeyPost,2012-08-01,,5,2014-07-11,425000,875000,Was Acquired,Seed,25000,2013-07-30,746e8b91-8c67-072a-b071-8695a540b4e4,http://abbeypost.com
Abbott NYC,2015-06-01,,1,2015-06-06,400000,400000,Operating,Seed,400000,2015-06-06,5922002a-c63c-c526-c460-92d54403b378,http://www.abbottnyc.com
Abl Schools,2015-09-01,,2,2017-06-29,7500000,12000000,Operating,Seed,4500000,2016-01-15,a38ccaaa-800b-43a9-8c80-900ca8704bad,http://www.ablschools.com/
Abl Schools,2015-09-01,,2,2017-06-29,7500000,12000000,Operating,Series A,7500000,2017-06-29,a38ccaaa-800b-43a9-8c80-900ca8704bad,http://www.ablschools.com/
Able Device,2012-01-01,,1,2012-08-27,50000,50000,Operating,Seed,50000,2012-08-27,2f91745e-5201-c425-cca7-4b91f25075f2,http://abledevice.com
Able Health,2015-04-01,,1,2015-11-01,120000,120000,Operating,Seed,120000,2015-11-01,b10d075a-83de-da58-607a-eabf7aac91e5,http://ablehealth.com
Abom,2012-01-01,,3,2016-09-09,8600000,9800000,Operating,Series A,8600000,2016-09-09,9e9488ee-9650-8adc-d3cf-a099db905d3c,http://abom.com/
Above Average,2012-06-01,,3,2016-07-20,15000000,25750000,Operating,Series B,15000000,2016-07-20,bd73e9b4-7d99-e3b1-c1f9-53fab28153ae,http://aboveaverage.com/
Abovo42 Corporation,2015-04-02,,1,2015-08-05,500000,500000,Operating,Seed,500000,2015-08-05,8b18cc37-521b-c126-0681-96503cb13528,http://www.abovo42.com
Absolute Commerce,2012-01-01,,1,2014-05-09,200000,200000,Operating,Seed,200000,2014-05-09,a34caa7c-73a6-329f-f1c4-ef9e5cd52bc0,http://absolutecommerce.com/
Abundant Robotics,2016-01-01,,2,2017-05-04,10000000,12000000,Operating,Seed,2000000,2016-03-01,7c93a55f-c6eb-a231-ba4b-f4a05ed4e85e,http://www.abundantrobotics.com/
Abundant Robotics,2016-01-01,,2,2017-05-04,10000000,12000000,Operating,Series A,10000000,2017-05-04,7c93a55f-c6eb-a231-ba4b-f4a05ed4e85e,http://www.abundantrobotics.com/
Acacia Interactive,2012-03-10,,3,2013-03-29,762000,792000,Operating,Seed,762000,2013-03-29,fa4892c2-a921-473e-c599-271ec9a21149,http://angel.co/acacia
Acacia Interactive,2012-03-10,,3,2013-03-29,762000,792000,Operating,Seed,15000,2012-05-20,fa4892c2-a921-473e-c599-271ec9a21149,http://angel.co/acacia
Acacia Interactive,2012-03-10,,3,2013-03-29,762000,792000,Operating,Seed,15000,2012-09-01,fa4892c2-a921-473e-c599-271ec9a21149,http://angel.co/acacia
Acacia Trading,2014-01-01,,1,2014-10-20,3300,3300,Operating,Seed,3300,2014-10-20,a9316c67-4ebe-8a30-7c40-6386512c6dc6,https://www.tradeacacia.com/
Accelerate Learning,2013-01-01,,1,2016-05-24,10000000,10000000,Operating,Series A,10000000,2016-05-24,96fb9d48-ae33-116b-6b1c-3a02934266c4,http://www.acceleratelearning.com/
Accern,2014-08-04,,2,2017-05-15,1250000,1435000,Operating,Seed,1250000,2017-05-15,ae331822-c3b7-10e8-d89b-3afcb3540b4a,https://accern.com
Access Innovation LLC,2016-04-01,,1,2016-08-01,700000,700000,Operating,Seed,700000,2016-08-01,8f180795-0e62-0d55-5b4b-4684df8a7a38,http://accessinnovation.com/
Accion Systems,2014-01-01,,3,2016-05-12,7500000,12500000,Operating,Seed,2000000,2015-01-05,5e5c932e-c33f-c1dc-f18d-aaf3aef860fd,http://www.accion-systems.com
Accion Systems,2014-01-01,,3,2016-05-12,7500000,12500000,Operating,Series A,7500000,2016-05-12,5e5c932e-c33f-c1dc-f18d-aaf3aef860fd,http://www.accion-systems.com
Acclaimd,2012-02-01,,2,2012-08-07,70000,90000,Operating,Seed,70000,2012-08-07,5c6dee70-0594-be5d-d476-2397052af706,http://www.acclaimd.com
Acclaimd,2012-02-01,,2,2012-08-07,70000,90000,Operating,Seed,20000,2012-06-01,5c6dee70-0594-be5d-d476-2397052af706,http://www.acclaimd.com
Accompany,2013-01-01,,3,2016-12-05,20000000,40600000,Operating,Seed,5600000,2013-07-05,ae557c75-4b81-90af-fc9d-b2c24461a6af,https://www.accompany.com/
Accompany,2013-01-01,,3,2016-12-05,20000000,40600000,Operating,Series A,15000000,2014-11-19,ae557c75-4b81-90af-fc9d-b2c24461a6af,https://www.accompany.com/
Accompany,2013-01-01,,3,2016-12-05,20000000,40600000,Operating,Series B,20000000,2016-12-05,ae557c75-4b81-90af-fc9d-b2c24461a6af,https://www.accompany.com/
Accomplice,2013-08-27,,1,2015-03-03,5000000,5000000,Operating,Series A,5000000,2015-03-03,b68a1889-acc3-daf4-72c4-4c2038c58a68,http://www.accomplice.com
Accomplice,2013-08-27,,1,2015-03-03,5000000,5000000,Operating,Series A,5000000,2015-03-03,dff2e040-e10a-518a-2042-a37497ff2ec9,http://www.accomplice.io
Accomplice,2013-08-27,,1,2015-03-03,5000000,5000000,Operating,Series A,5000000,2015-03-03,1316d39d-2b00-a0d6-8982-d1bda3787fcc,https://accomplice.co/
Accomplice,2013-08-27,,1,2015-03-03,5000000,5000000,Operating,Series A,5000000,2015-03-03,ed822dbe-85fe-49c8-d4a3-75c760ebca12,http://www.accomplice-app.com
Accordion Health,2014-05-14,2017-06-01,2,2015-11-01,1000000,1150000,Closed,Seed,1000000,2015-11-01,dad5fb42-2086-22ca-30fc-7db8349a3a1c,https://accordionhealth.com
Accordion Health,2014-05-14,2017-06-01,2,2015-11-01,1000000,1150000,Closed,Seed,150000,2014-07-02,dad5fb42-2086-22ca-30fc-7db8349a3a1c,https://accordionhealth.com
Accredible,2013-01-01,,1,2016-07-01,3500000,3500000,Operating,Seed,3500000,2016-07-01,6f7e4269-7435-d6e7-6649-d1efd4e8257c,http://www.accredible.com
"Accrualify, Inc.",2015-09-01,,1,2017-05-09,600000,600000,Operating,Seed,600000,2017-05-09,2d404d85-a9fa-70ef-0d9d-7b7a89f1ca70,http://www.accrualify.com
AccuPS,2014-03-18,,1,2017-02-10,100000,100000,Operating,Seed,100000,2017-02-10,2cbac584-13e1-d484-3575-115a6f5eace3,http://www.accups.com/
Acculitx,2012-01-01,,1,2015-06-30,1000000,1000000,Operating,Series A,1000000,2015-06-30,1fe4522c-30d9-1799-23bd-6e1e94c17385,http://www.acculitx.com/
AccuraGen Holdings,2013-01-01,,2,2016-06-01,40000000,40000000,Operating,Series B,40000000,2016-06-01,779e15e0-1261-9333-2b4c-5a2d69e930fd,http://www.accuragen.com
Accuronix Therapeutics,2015-01-01,,1,2016-01-28,625000,625000,Operating,Seed,625000,2016-01-28,c65982df-24fb-5c4d-63fb-c075bf28777a,http://accuronix.com/
Ace & Everett,2014-01-01,,1,2016-03-01,360000,360000,Operating,Seed,360000,2016-03-01,40bd1e18-4afc-523f-5b5c-c36dbed28307,https://www.aceandeverett.com
Aceable,2012-10-01,,3,2016-09-23,4000000,8700000,Operating,Seed,4700000,2015-10-01,59de43df-9268-1950-bc3f-bc088d75b7d0,http://www.aceable.com
Aceable,2012-10-01,,3,2016-09-23,4000000,8700000,Operating,Series A,4000000,2016-09-23,59de43df-9268-1950-bc3f-bc088d75b7d0,http://www.aceable.com
Acer Therapeutics,2013-01-01,,2,2016-05-06,8149998,10249998,Was Acquired,Series B,8149998,2016-05-06,2462e418-98d7-5f25-cffa-2f1081d2a8aa,http://www.acertx.com/
Acera Surgical,2013-01-01,,1,2013-08-08,600000,600000,Operating,Seed,600000,2013-08-08,304cec87-9db1-dc37-9319-3f3b7ebbf33b,http://www.acera-surgical.com
Achieve Lending,2014-01-01,,1,2014-07-31,50000,50000,Operating,Seed,50000,2014-07-31,fed76662-72cf-8fc5-3440-7d086a639437,http://www.achievelending.com/
Acompli,2013-06-01,,1,2013-06-04,7300000,7300000,Was Acquired,Series A,7300000,2013-06-04,33ea30a0-73db-72f7-77aa-fb3411afa890,https://www.acompli.com
Acopio,2012-01-01,,1,2012-04-01,20000,20000,Operating,Seed,20000,2012-04-01,41ec6585-1744-e213-c80f-6c69d63535a5,http://acopio.org
Acopio,2012-01-01,,1,2012-04-01,20000,20000,Operating,Seed,20000,2012-04-01,50337a06-4b3e-3984-c680-12ad04914480,http://www.acop.io
Acquaintable,2012-01-01,,1,2013-01-07,40000,40000,Was Acquired,Seed,40000,2013-01-07,f75d1018-5b16-b32c-ef91-09c7bcd44341,http://acquaintable.com
Acre Designs,2015-12-11,,1,2015-11-21,1400000,1400000,Operating,Seed,1400000,2015-11-21,1f3d1ee9-70f5-05e6-3278-a4662b04c6ac,http://www.acredesigns.com
Acrobatiq,2013-01-01,,1,2015-07-28,9750000,9750000,Operating,Series A,9750000,2015-07-28,9c3e8f6a-c7a6-9c09-eca9-3502c1245586,http://acrobatiq.com/
ActionIQ,2014-07-01,,2,2017-04-03,13000000,15000000,Operating,Seed,2000000,2014-08-21,078a1b51-dbde-3d01-c3e0-0d19cbc2c058,http://actioniq.com
ActionIQ,2014-07-01,,2,2017-04-03,13000000,15000000,Operating,Series A,13000000,2017-04-03,078a1b51-dbde-3d01-c3e0-0d19cbc2c058,http://actioniq.com
ActionSprout,2012-01-01,,1,2015-02-11,1700000,1700000,Operating,Series A,1700000,2015-02-11,363009a1-6462-37d9-f6e6-4cb15be7bdd7,http://actionsprout.com/
ActionStreamer,2015-01-01,,1,2017-07-25,1880000,1880000,Operating,Seed,1880000,2017-07-25,d3030959-d99f-5aa3-eb6b-e39720c8b5cd,http://www.actionstreamer.com/
ActionX,2012-01-01,,2,2013-09-16,3000000,5000000,Was Acquired,Seed,2000000,2012-03-01,b4c2c24d-cdc1-6665-9e54-1e593f695085,http://actionx.com
ActionX,2012-01-01,,2,2013-09-16,3000000,5000000,Was Acquired,Series A,3000000,2013-09-16,b4c2c24d-cdc1-6665-9e54-1e593f695085,http://actionx.com
Actionable Quality Assurance,2015-01-01,,1,2017-08-15,2000000,2000000,Operating,Seed,2000000,2017-08-15,64d94d14-db51-499e-a5dd-47da886b02a2,http://www.actionableqa.com/
Activate Hub,2012-01-01,,1,2014-05-01,17000,17000,Operating,Seed,17000,2014-05-01,9905f353-d4a5-879c-d8e1-71650c693c66,http://activatehub.org/
Activate by Bloglovin,2012-03-15,,4,2014-08-31,500000,1465000,Was Acquired,Seed,500000,2014-08-31,e9a671c7-811f-a5fc-b120-456d35e42899,https://activate.bloglovin.com/dashboard/
Activate by Bloglovin,2012-03-15,,4,2014-08-31,500000,1465000,Was Acquired,Seed,435000,2013-05-16,e9a671c7-811f-a5fc-b120-456d35e42899,https://activate.bloglovin.com/dashboard/
Activate by Bloglovin,2012-03-15,,4,2014-08-31,500000,1465000,Was Acquired,Seed,345000,2013-09-30,e9a671c7-811f-a5fc-b120-456d35e42899,https://activate.bloglovin.com/dashboard/
Activate by Bloglovin,2012-03-15,,4,2014-08-31,500000,1465000,Was Acquired,Seed,185000,2013-04-15,e9a671c7-811f-a5fc-b120-456d35e42899,https://activate.bloglovin.com/dashboard/
Activehours,2012-01-01,,2,2017-01-09,22000000,26099999,Operating,Seed,4099999,2014-07-23,cd53f6b7-d67b-4201-5183-40cbcdb24040,https://www.activehours.com
Activehours,2012-01-01,,2,2017-01-09,22000000,26099999,Operating,Series A,22000000,2017-01-09,cd53f6b7-d67b-4201-5183-40cbcdb24040,https://www.activehours.com
Activiter,2015-01-01,,1,2016-04-20,175000,175000,Operating,Seed,175000,2016-04-20,9bcfafcd-c318-c759-da9c-60fe4bc28962,http://www.activiter.com/
Ad Hoc Labs,2012-08-01,,2,2013-10-21,2000000,2000000,Operating,Series A,2000000,2013-10-21,cb8d3535-0e5b-5d26-82b6-1cf2aef9384f,http://burnerapp.com
AdAdapted,2012-01-01,,3,2015-05-07,460000,1185000,Operating,Seed,460000,2015-05-07,9480ff48-ab83-1529-9cf3-0eef69712475,http://adadapted.com
AdAdapted,2012-01-01,,3,2015-05-07,460000,1185000,Operating,Seed,400000,2014-07-09,9480ff48-ab83-1529-9cf3-0eef69712475,http://adadapted.com
AdAdapted,2012-01-01,,3,2015-05-07,460000,1185000,Operating,Seed,325000,2014-01-29,9480ff48-ab83-1529-9cf3-0eef69712475,http://adadapted.com
AdBm Technologies,2012-03-26,,1,2014-10-03,1300000,1300000,Operating,Series A,1300000,2014-10-03,e5b96835-82b0-f4e2-5ba9-d6e07989fd27,http://adbmtech.com/
AdEspresso,2013-10-01,,4,2016-05-06,1400000,3200000,Was Acquired,Seed,1300000,2014-06-24,409c91dc-63d8-ab15-f3fd-283fece65c13,http://adespresso.com
AdEspresso,2013-10-01,,4,2016-05-06,1400000,3200000,Was Acquired,Seed,500000,2013-12-25,409c91dc-63d8-ab15-f3fd-283fece65c13,http://adespresso.com
AdEspresso,2013-10-01,,4,2016-05-06,1400000,3200000,Was Acquired,Series A,1400000,2016-05-06,409c91dc-63d8-ab15-f3fd-283fece65c13,http://adespresso.com
AdLyft,2013-01-01,,1,2014-10-15,100000,100000,Operating,Seed,100000,2014-10-15,8b581348-23ac-17dd-52c6-59eaaa20ffc9,http://www.adlyft.com/
AdQuick,2016-01-01,,1,2017-07-14,1100000,1100000,Operating,Seed,1100000,2017-07-14,28fa2b3b-ee5b-8348-b04c-eeb0f7166364,http://www.adquick.com/
AdStage,2012-05-01,,6,2016-09-19,2000000,12250000,Operating,Seed,1400000,2013-03-01,dd371610-ca33-b9df-67eb-37689b0fd223,https://www.adstage.io
AdStage,2012-05-01,,6,2016-09-19,2000000,12250000,Operating,Seed,1000000,2014-02-24,dd371610-ca33-b9df-67eb-37689b0fd223,https://www.adstage.io
AdStage,2012-05-01,,6,2016-09-19,2000000,12250000,Operating,Seed,100000,2013-06-21,dd371610-ca33-b9df-67eb-37689b0fd223,https://www.adstage.io
AdStage,2012-05-01,,6,2016-09-19,2000000,12250000,Operating,Series A,6250000,2014-08-13,dd371610-ca33-b9df-67eb-37689b0fd223,https://www.adstage.io
AdStage,2012-05-01,,6,2016-09-19,2000000,12250000,Operating,Series A,2000000,2016-09-19,dd371610-ca33-b9df-67eb-37689b0fd223,https://www.adstage.io
Adallom,2012-01-01,,3,2015-04-14,30000000,49500000,Was Acquired,Series A,4500000,2012-12-01,5b4862eb-e976-0c61-6437-e90d0796a40f,http://www.adallom.com
Adallom,2012-01-01,,3,2015-04-14,30000000,49500000,Was Acquired,Series B,15000000,2014-01-20,5b4862eb-e976-0c61-6437-e90d0796a40f,http://www.adallom.com
Adallom,2012-01-01,,3,2015-04-14,30000000,49500000,Was Acquired,Series C,30000000,2015-04-14,5b4862eb-e976-0c61-6437-e90d0796a40f,http://www.adallom.com
Adamant Energy,2014-01-01,,1,2015-07-21,250000,250000,Operating,Seed,250000,2015-07-21,f1251fd3-56fb-4bc0-703f-3e2dc8e650b4,http://adamantenergy.com/
AdaptiveWell Technologies,2014-09-01,,2,2015-07-01,125000,800000,Operating,Seed,675000,2014-09-01,ae31d729-d86a-8328-eefc-98da4570edaf,http://www.adaptivewell.com
AdaptiveWell Technologies,2014-09-01,,2,2015-07-01,125000,800000,Operating,Seed,125000,2015-07-01,ae31d729-d86a-8328-eefc-98da4570edaf,http://www.adaptivewell.com
AddStructure,2014-06-01,,3,2017-02-27,1850000,2380000,Operating,Seed,1850000,2017-02-27,795063d7-f81b-50b6-425b-64c17d7be155,https://www.addstructure.com
AddStructure,2014-06-01,,3,2017-02-27,1850000,2380000,Operating,Seed,450000,2017-02-14,795063d7-f81b-50b6-425b-64c17d7be155,https://www.addstructure.com
AddStructure,2014-06-01,,3,2017-02-27,1850000,2380000,Operating,Seed,80000,2015-05-25,795063d7-f81b-50b6-425b-64c17d7be155,https://www.addstructure.com
Addapp,2014-04-03,,1,2014-04-04,1800000,1800000,Operating,Seed,1800000,2014-04-04,03d09b6f-d1a4-e335-3723-d81f35fdd1e5,https://addapp.io/
Addiction Campuses of America,2014-01-01,,3,2015-05-15,3000000,8500000,Operating,Series A,5500000,2014-05-28,35b5477f-98bd-61e8-91ec-7b1467c69f36,http://addictioncampus.com/
Addiction Campuses of America,2014-01-01,,3,2015-05-15,3000000,8500000,Operating,Series C,3000000,2015-05-15,35b5477f-98bd-61e8-91ec-7b1467c69f36,http://addictioncampus.com/
Addvocate,2012-05-01,,2,2013-07-24,2390000,2729000,Was Acquired,Seed,339000,2013-05-15,baeef144-55bc-1fb3-5b9c-4a7346d15af3,http://addvocate.com
Addvocate,2012-05-01,,2,2013-07-24,2390000,2729000,Was Acquired,Series A,2390000,2013-07-24,baeef144-55bc-1fb3-5b9c-4a7346d15af3,http://addvocate.com
Adello Inc,2012-12-12,,1,2014-08-12,2000000,2000000,Operating,Series A,2000000,2014-08-12,4aa9b6d2-7906-65b6-197b-032f4b353964,http://www.adello.com
Ader,2014-11-10,,1,2015-12-27,125000,125000,Operating,Seed,125000,2015-12-27,b4f8c0f9-71f1-5586-4f4f-4ec947e48770,http://www.getader.com/
Adherence Compliance,2014-06-01,,2,2016-01-20,100000,270000,Operating,Seed,170000,2015-01-02,04d7cc22-91b2-22c4-0392-0bbda938a117,http://www.adherence-corp.com
Adherence Compliance,2014-06-01,,2,2016-01-20,100000,270000,Operating,Seed,100000,2016-01-20,04d7cc22-91b2-22c4-0392-0bbda938a117,http://www.adherence-corp.com
Adicet Bio,2014-01-01,,2,2016-01-27,51000000,65625000,Operating,Series A,51000000,2016-01-27,ff4fe4a0-f190-a8fe-6475-5a385427a9bf,http://www.adicetbio.com
Adinch Inc,2012-06-05,,2,2014-09-03,3000000,4000000,Operating,Seed,3000000,2014-09-03,c9ef7936-1eb6-1b3e-f104-916ac1c6b482,http://www.adinch.com
Adinch Inc,2012-06-05,,2,2014-09-03,3000000,4000000,Operating,Seed,1000000,2013-02-26,c9ef7936-1eb6-1b3e-f104-916ac1c6b482,http://www.adinch.com
Adistry,2014-07-15,,3,2017-06-10,250000,370000,Operating,Seed,250000,2017-06-10,9e46082a-6a98-71d5-b598-6188338936c4,https://adistry.com/
Adistry,2014-07-15,,3,2017-06-10,250000,370000,Operating,Seed,100000,2015-10-01,9e46082a-6a98-71d5-b598-6188338936c4,https://adistry.com/
Adistry,2014-07-15,,3,2017-06-10,250000,370000,Operating,Seed,20000,2015-04-01,9e46082a-6a98-71d5-b598-6188338936c4,https://adistry.com/
"Adlumin, Inc",2016-09-01,,1,2016-10-28,300000,300000,Operating,Seed,300000,2016-10-28,58b04e9f-2361-cb89-a30a-77c5b8518cb8,https://www.adlumin.com
Admiral,2015-01-01,,1,2016-06-06,2500000,2500000,Operating,Seed,2500000,2016-06-06,874dfd40-90b8-2424-1ad9-6415a2408630,https://getadmiral.com/
AdmitHub,2014-08-01,,2,2017-01-11,2950000,3678000,Operating,Seed,2950000,2017-01-11,40d71c3a-2dc6-fe5d-7502-f5c8bb1a9356,https://www.admithub.com/
AdmitSee,2014-06-01,,3,2015-10-06,1800000,2150000,Operating,Seed,1800000,2015-10-06,aa3a7eb2-7e83-4ca5-c975-643d8fbc0070,https://www.admitsee.com
Admittedly,2013-05-01,,2,2014-08-26,1200000,1240000,Was Acquired,Seed,1200000,2014-08-26,c832e663-45c0-e239-955e-37da8e5ed09e,http://admittedly.com
Admittedly,2013-05-01,,2,2014-08-26,1200000,1240000,Was Acquired,Seed,40000,2013-06-03,c832e663-45c0-e239-955e-37da8e5ed09e,http://admittedly.com
Adnoviv,2013-01-01,,1,2015-02-13,25000,25000,Operating,Seed,25000,2015-02-13,fa159a0d-43b5-65ee-fc14-ef6383829d43,http://www.adnoviv.com/
Adolade,2014-05-01,,1,2014-06-01,20000,20000,Operating,Seed,20000,2014-06-01,fc641155-d6b0-a321-0228-1c2074cc404e,http://www.adolade.com/
Adomik,2012-09-14,,1,2013-05-17,1300000,1300000,Operating,Seed,1300000,2013-05-17,159ca7f0-b405-7ce2-0f89-6484996b70cd,http://adomik.com
Adora Inc.,2014-02-01,,1,2015-08-30,160000,160000,Operating,Seed,160000,2015-08-30,fe34a81c-a6d9-3fde-3d80-8e03b568d606,http://www.getadora.com
Adored,2014-09-01,,1,2015-07-08,2300000,2300000,Operating,Seed,2300000,2015-07-08,ae9fc815-faa5-8726-09af-2ac5de040d4a,http://www.adored.com/
Adproval,2012-01-01,,1,2015-07-27,30000,30000,Operating,Seed,30000,2015-07-27,33c7dd11-4b55-7e57-2b73-edbf09380571,https://adproval.com/
AdsNative,2013-01-01,,4,2015-09-24,8500000,10600000,Operating,Seed,2000000,2014-04-03,659db0c5-5a63-92b0-6bff-9305e5ad2f49,http://www.adsnative.com
AdsNative,2013-01-01,,4,2015-09-24,8500000,10600000,Operating,Series A,8500000,2015-09-24,659db0c5-5a63-92b0-6bff-9305e5ad2f49,http://www.adsnative.com
Advanced Microgrid Solutions,2012-01-01,,2,2017-07-10,34000000,52000000,Operating,Series A,18000000,2015-07-13,904ba7c1-9db6-6319-609f-21ce6da60ab6,http://advmicrogrid.com/
Advanced Microgrid Solutions,2012-01-01,,2,2017-07-10,34000000,52000000,Operating,Series B,34000000,2017-07-10,904ba7c1-9db6-6319-609f-21ce6da60ab6,http://advmicrogrid.com/
Advanced Robotics Artificial Intelligence (ARAI),2015-07-01,,1,2015-05-01,1000000,1000000,Operating,Seed,1000000,2015-05-01,06a1f7bb-ad46-9581-f562-05ecfc4e87b4,http://www.arailabs.com
Adverator,2015-03-01,,1,2016-09-01,1500000,1500000,Operating,Seed,1500000,2016-09-01,afa6ee76-6279-0d60-5517-eccbe16dceaf,http://www.adverator.com/
Advice Wallet,2012-01-01,,3,2014-08-01,1500000,1870000,Operating,Seed,300000,2013-07-31,40d858ac-1032-d831-b06d-f928bd70d904,http://www.advicewallet.com
Advice Wallet,2012-01-01,,3,2014-08-01,1500000,1870000,Operating,Seed,70000,2012-06-01,40d858ac-1032-d831-b06d-f928bd70d904,http://www.advicewallet.com
Advice Wallet,2012-01-01,,3,2014-08-01,1500000,1870000,Operating,Series A,1500000,2014-08-01,40d858ac-1032-d831-b06d-f928bd70d904,http://www.advicewallet.com
Adviously Inc.,2013-01-01,,1,2014-09-09,400000,400000,Operating,Seed,400000,2014-09-09,a85cb164-fe18-6e17-c7ae-d55a2990f2a2,http://www.adviously.com
AdvisorEngine,2014-01-01,,5,2016-11-18,20000000,27305022,Operating,Seed,3250000,2015-11-18,90ec6180-701d-6363-80a3-c84de3e01806,http://www.advisorengine.com
AdvisorEngine,2014-01-01,,5,2016-11-18,20000000,27305022,Operating,Series A,20000000,2016-11-18,90ec6180-701d-6363-80a3-c84de3e01806,http://www.advisorengine.com
AdvisoryHQ,2015-01-08,,1,2015-01-05,25000,25000,Operating,Seed,25000,2015-01-05,f5cb1ad6-9b2d-23b4-2680-a5669468d416,http://www.advisoryhq.com/
Advizr,2013-04-01,,5,2017-06-22,7000000,10585000,Operating,Seed,1740000,2015-09-17,eaf49329-df9d-7d4b-ed33-5b616793b3f6,http://www.advizr.com
Advizr,2013-04-01,,5,2017-06-22,7000000,10585000,Operating,Seed,525000,2014-05-05,eaf49329-df9d-7d4b-ed33-5b616793b3f6,http://www.advizr.com
Advizr,2013-04-01,,5,2017-06-22,7000000,10585000,Operating,Seed,320000,2013-04-01,eaf49329-df9d-7d4b-ed33-5b616793b3f6,http://www.advizr.com
Advizr,2013-04-01,,5,2017-06-22,7000000,10585000,Operating,Series A,7000000,2017-06-22,eaf49329-df9d-7d4b-ed33-5b616793b3f6,http://www.advizr.com
