Company Name,Company Name URL,Funding Type,Money Raised,Announced On Date
AdWill,https://www.crunchbase.com/organization/adwill,Seed,"$100,000 ",9/27/14
AdWill,https://www.crunchbase.com/organization/adwill,Seed,"$50,000 ",11/4/14
Aegle Gear,https://www.crunchbase.com/organization/aegle-gear,Seed,"$750,000 ",6/6/16
Aeglea BioTherapeutics,https://www.crunchbase.com/organization/aeglea-biotherapeutics,Series A,"$12,000,000 ",2/6/14
Aeglea BioTherapeutics,https://www.crunchbase.com/organization/aeglea-biotherapeutics,Series B,"$44,000,000 ",3/23/15
Aella Credit,https://www.crunchbase.com/organization/aella-credit,Seed,"$150,000 ",11/21/16
Aerial Insights,https://www.crunchbase.com/organization/aerial-insights-2,Seed,"$800,000 ",10/8/15
Aero Glass,https://www.crunchbase.com/organization/aero-glass,Seed,"$250,000 ",4/11/16
Aero Glass,https://www.crunchbase.com/organization/aero-glass,Seed,"$140,000 ",5/1/14
Aerobo,https://www.crunchbase.com/organization/aerobo,Seed,"$1,100,000 ",8/1/16
Aerobo,https://www.crunchbase.com/organization/aerobo,Seed,"$685,000 ",5/2/15
AeroState,https://www.crunchbase.com/organization/aerostate,Seed,"$130,000 ",8/9/16
Aesthetics BioMedical,https://www.crunchbase.com/organization/aesthetics-biomedical,Seed,"$700,210 ",3/25/16
AET Hosting Solutions,https://www.crunchbase.com/organization/aet-hosting-solutions,Seed,"$3,000,000 ",10/18/14
Aether Ventures Inc.,https://www.crunchbase.com/organization/aether-ventures-inc,Seed,"$150,000 ",8/1/15
Aetion,https://www.crunchbase.com/organization/aetion-2,Series A,"$11,200,000 ",3/20/17
Aevena,https://www.crunchbase.com/organization/aevena,Seed,"$50,000 ",2/1/15
"AEye, Inc.",https://www.crunchbase.com/organization/aeye-inc,Seed,"$3,085,591 ",3/31/16
"AEye, Inc.",https://www.crunchbase.com/organization/aeye-inc,Series A,"$16,350,000 ",6/13/17
Afero,https://www.crunchbase.com/organization/afero,Series A,"$20,300,000 ",5/18/16
Affigen,https://www.crunchbase.com/organization/affigen,Series A,"$17,000,000 ",2/21/17
Affinity.is,https://www.crunchbase.com/organization/affinity-is,Seed,"$3,500,000 ",12/12/15
Affinity.is,https://www.crunchbase.com/organization/affinity-is,Seed,"$1,500,000 ",4/22/14
Affinity.is,https://www.crunchbase.com/organization/affinity-is,Seed,"$1,400,000 ",5/31/15
Affirm,https://www.crunchbase.com/organization/affirm,Series A,"$45,000,000 ",6/9/14
Affirm,https://www.crunchbase.com/organization/affirm,Series B,"$275,000,000 ",5/6/15
Affirm,https://www.crunchbase.com/organization/affirm,Series D,"$100,000,000 ",4/13/16
affirmhealth,https://www.crunchbase.com/organization/affirmhealth,Seed,"$150,000 ",5/19/16
Affordable College,https://www.crunchbase.com/organization/affordable-college,Seed,"$18,000 ",9/15/15
AFINITY,https://www.crunchbase.com/organization/affinity-networks,Seed,"$500,000 ",2/20/14
AFINITY,https://www.crunchbase.com/organization/affinity-networks,Seed,"$500,000 ",2/10/15
AFINITY,https://www.crunchbase.com/organization/affinity-networks,Seed,"$200,000 ",1/6/14
Africa Bookings,https://www.crunchbase.com/organization/africa-bookings,Seed,"$25,000 ",6/1/15
After Care Apps,https://www.crunchbase.com/organization/after-care-apps,Seed,"$200,000 ",11/2/12
Aftercode,https://www.crunchbase.com/organization/aftercode,Seed,"$2,100,000 ",4/28/17
AfterYes,https://www.crunchbase.com/organization/afteryes,Seed,"$20,000 ",7/1/13
Agathos,https://www.crunchbase.com/organization/agathos,Seed,"$1,000,000 ",1/1/17
AgBiome,https://www.crunchbase.com/organization/agbiome,Seed,"$2,000,000 ",12/1/12
AgBiome,https://www.crunchbase.com/organization/agbiome,Series A,"$17,500,000 ",11/1/14
AgBiome,https://www.crunchbase.com/organization/agbiome,Series A,"$17,500,000 ",4/11/13
AgBiome,https://www.crunchbase.com/organization/agbiome,Series B,"$34,500,000 ",8/20/15
Agency of Trillions (AoT),https://www.crunchbase.com/organization/aot,Seed,"$1,000,000 ",1/1/13
Agency of Trillions (AoT),https://www.crunchbase.com/organization/aot,Series A,"$1,000,000 ",3/19/15
Agency of Trillions (AoT),https://www.crunchbase.com/organization/aot,Series A,"$500,000 ",4/4/16
Agency of Trillions (AoT),https://www.crunchbase.com/organization/aot,Series B,"$500,000 ",11/29/16
Agency Spotter,https://www.crunchbase.com/organization/agency-spotter,Seed,"$35,000 ",11/1/12
Agenovir Corporation,https://www.crunchbase.com/organization/agenovir-corporation,Series A,"$10,600,000 ",5/17/16
Agent IQ,https://www.crunchbase.com/organization/agent-iq,Seed,"$2,200,000 ",11/10/16
Agent Review,https://www.crunchbase.com/organization/agent-review,Seed,"$250,000 ",8/1/15
Agent.ai,https://www.crunchbase.com/organization/agent-ai-ai-enhanced-customer-service,Seed,"$2,700,000 ",2/8/17
AgentBridge,https://www.crunchbase.com/organization/agentbridge,Seed,"$250,000 ",1/22/14
Agentdesks,https://www.crunchbase.com/organization/agentdesks,Seed,"$1,900,000 ",10/19/15
Agentdesks,https://www.crunchbase.com/organization/agentdesks,Seed,"$1,000,000 ",2/17/16
Agentdesks,https://www.crunchbase.com/organization/agentdesks,Seed,"$54,000 ",1/20/15
Agentology,https://www.crunchbase.com/organization/agentology,Seed,"$800,000 ",5/15/15
Agentology,https://www.crunchbase.com/organization/agentology,Series A,"$4,500,000 ",6/1/17
AgentPair,https://www.crunchbase.com/organization/agentpair,Seed,"$50,000 ",7/1/13
AgentPair,https://www.crunchbase.com/organization/agentpair,Seed,"$50,000 ",3/15/15
AgentPair,https://www.crunchbase.com/organization/agentpair,Seed,"$20,000 ",3/1/14
AgentPair,https://www.crunchbase.com/organization/agentpair,Seed,"$20,000 ",1/1/13
AgentRave,https://www.crunchbase.com/organization/agentrave,Seed,"$45,000 ",8/15/15
Aggregage,https://www.crunchbase.com/organization/aggregage,Seed,"$1,000,000 ",11/5/14
AGI Innovations Inc.,https://www.crunchbase.com/organization/agi-innovations-inc,Seed,"$4,000,000 ",8/29/13
"Agile Stacks, Inc",https://www.crunchbase.com/organization/agile-stacks-inc,Seed,"$2,420,000 ",12/29/16
Agilis Biotherapeutics,https://www.crunchbase.com/organization/agilis-biotherapeutics,Series A,"$8,000,000 ",1/1/14
Agnicore Inc,https://www.crunchbase.com/organization/agnicore-inc,Seed,"$2,000,000 ",3/22/16
Agolo,https://www.crunchbase.com/organization/agolo,Seed,"$3,500,000 ",5/3/17
Agolo,https://www.crunchbase.com/organization/agolo,Seed,"$50,000 ",2/28/14
Agolo,https://www.crunchbase.com/organization/agolo,Seed,"$40,000 ",6/3/13
Agora Shopping,https://www.crunchbase.com/organization/agora-2,Seed,"$5,000 ",11/5/12
Agora.io,https://www.crunchbase.com/organization/agora-io,Series A,"$5,000,000 ",7/22/15
Agora.io,https://www.crunchbase.com/organization/agora-io,Series B,"$20,000,000 ",9/15/15
Agrible,https://www.crunchbase.com/organization/agrible,Series A,"$4,099,999 ",7/21/15
Agribody Technologies,https://www.crunchbase.com/organization/agribody-technologies,Seed,"$250,000 ",9/16/15
Agrilicious.com,https://www.crunchbase.com/organization/agrilicious-org,Seed,"$500,000 ",9/12/14
Agrilyst,https://www.crunchbase.com/organization/agrilyst-inc,Seed,"$1,000,000 ",5/10/16
AgriMetis,https://www.crunchbase.com/organization/agrimetis,Series A,"$7,300,000 ",2/13/15
AgriMetis,https://www.crunchbase.com/organization/agrimetis,Series B,"$23,500,000 ",1/6/17
AgriSource Data,https://www.crunchbase.com/organization/agrisource-data,Seed,"$685,000 ",11/1/16
AgriSync,https://www.crunchbase.com/organization/agrisync,Seed,"$450,000 ",2/9/16
Agronomic Technology Corp,https://www.crunchbase.com/organization/agronomic-technology,Seed,"$250,000 ",2/15/14
Agronomic Technology Corp,https://www.crunchbase.com/organization/agronomic-technology,Series A,"$2,495,000 ",10/8/14
AgroSpheres,https://www.crunchbase.com/organization/agrospheres,Seed,"$750,000 ",8/21/17
AgVoice,https://www.crunchbase.com/organization/agvoice,Seed,"$500,000 ",1/26/16
Ahalogy,https://www.crunchbase.com/organization/ahalogy,Seed,"$800,000 ",5/20/13
Ahalogy,https://www.crunchbase.com/organization/ahalogy,Seed,"$600,000 ",2/1/13
Ahalogy,https://www.crunchbase.com/organization/ahalogy,Seed,"$250,000 ",10/1/12
Ahalogy,https://www.crunchbase.com/organization/ahalogy,Series A,"$3,100,000 ",1/21/14
Ahalogy,https://www.crunchbase.com/organization/ahalogy,Series A,"$3,000,000 ",5/14/15
Ahhaa Inc.,https://www.crunchbase.com/organization/ahhaa-inc-,Seed,"$375,000 ",8/25/15
ahoyDoc,https://www.crunchbase.com/organization/ahoydoc,Seed,"$20,000 ",7/1/14
AI Patents,https://www.crunchbase.com/organization/ai-patents,Seed,"$50,000 ",8/27/12
Aidhenscorner,https://www.crunchbase.com/organization/aidhenscorner,Seed,"$300,000 ",8/22/14
Aido Robot,https://www.crunchbase.com/organization/aido-robot,Seed,"$10,000 ",1/10/16
AIIeyWatch,https://www.crunchbase.com/organization/alleywatch,Seed,"$40,000 ",10/15/12
AiMarket,https://www.crunchbase.com/organization/agora-intelligence,Seed,"$200,000 ",1/1/15
AimWith,https://www.crunchbase.com/organization/aimwith,Seed,"$5,000 ",9/4/13
Aingel Corp.,https://www.crunchbase.com/organization/aingel,Seed,"$550,000 ",9/22/16
Aiqudo,https://www.crunchbase.com/organization/aiqudo,Series A,"$5,200,000 ",7/26/17
AIQUEOUS,https://www.crunchbase.com/organization/aiqueous,Seed,"$250,000 ",5/25/17
"AIR.TV (Air Media, Inc.)",https://www.crunchbase.com/organization/airmedia-2,Seed,"$2,000,000 ",10/17/14
"AIR.TV (Air Media, Inc.)",https://www.crunchbase.com/organization/airmedia-2,Series A,"$3,320,000 ",4/28/15
Aira,https://www.crunchbase.com/organization/aira,Seed,"$790,000 ",10/29/15
Aira,https://www.crunchbase.com/organization/aira,Series A,"$2,550,000 ",3/2/16
Aira,https://www.crunchbase.com/organization/aira,Series B,"$12,000,000 ",5/16/17
Airbanq,https://www.crunchbase.com/organization/airbanq,Seed,"$3,350,000 ",9/7/16
Airbitz,https://www.crunchbase.com/organization/airbitz,Seed,"$450,000 ",7/10/15
Airdog,https://www.crunchbase.com/organization/helico-aerospace-industries,Seed,"$2,499,329 ",3/19/15
Airdog,https://www.crunchbase.com/organization/helico-aerospace-industries,Series A,"$3,000,000 ",7/1/16
Airfordable,https://www.crunchbase.com/organization/airfordable,Seed,"$120,000 ",8/23/16
AirFox,https://www.crunchbase.com/organization/airfox,Seed,"$1,100,000 ",8/16/16
AirHelp,https://www.crunchbase.com/organization/airhelp,Seed,"$221,000 ",3/14/14
AirHelp,https://www.crunchbase.com/organization/airhelp,Series A,"$12,000,000 ",8/3/16
Airlitix,https://www.crunchbase.com/organization/airlitix,Seed,"$77,000 ",6/7/17
Airmada,https://www.crunchbase.com/organization/airmada,Seed,"$750,000 ",5/1/16
Airmada,https://www.crunchbase.com/organization/airmada,Seed,"$120,000 ",11/21/15
AirMap,https://www.crunchbase.com/organization/noflyzone,Seed,"$2,600,000 ",7/14/15
AirMap,https://www.crunchbase.com/organization/noflyzone,Series A,"$15,000,000 ",4/7/16
AirMap,https://www.crunchbase.com/organization/noflyzone,Series B,"$26,000,000 ",2/23/17
Airmule,https://www.crunchbase.com/organization/airmule,Seed,"$1,050,000 ",12/1/16
Airo Health,https://www.crunchbase.com/organization/airo-health,Seed,"$120,000 ",8/23/16
Airphrame,https://www.crunchbase.com/organization/airphrame,Series A,"$4,249,998 ",7/16/14
airPHX Environmental,https://www.crunchbase.com/organization/airphx-environmental,Seed,"$725,000 ",3/21/16
Airpost,https://www.crunchbase.com/organization/airpost-io,Seed,"$280,000 ",2/1/13
Airseed,https://www.crunchbase.com/organization/airseed,Seed,"$500,000 ",5/1/13
Airspace Systems,https://www.crunchbase.com/organization/defense-labs,Seed,"$5,000,000 ",11/18/16
Airtable,https://www.crunchbase.com/organization/airtable,Seed,"$3,000,000 ",2/25/15
Airtable,https://www.crunchbase.com/organization/airtable,Series A,"$7,600,000 ",6/29/15
AIRVEND,https://www.crunchbase.com/organization/airvend,Seed,"$1,200,000 ",1/2/14
Airviz,https://www.crunchbase.com/organization/airviz,Seed,"$2,000,000 ",4/24/15
Airwavz.tv,https://www.crunchbase.com/organization/airwavz-tv,Seed,"$250,000 ",5/1/13
AirXP,https://www.crunchbase.com/organization/airxp,Seed,"$1,000,000 ",3/14/13
AISense Inc.,https://www.crunchbase.com/organization/aisense-inc,Seed,"$3,000,000 ",9/15/16
AISense Inc.,https://www.crunchbase.com/organization/aisense-inc,Series A,"$8,200,000 ",5/1/17
AiVita Biomedical,https://www.crunchbase.com/organization/aivita-biomedical,Series A,"$2,007,667 ",6/6/16
Aivvy Inc.,https://www.crunchbase.com/organization/aivvy-inc,Seed,"$500,000 ",6/19/14
Akabotics,https://www.crunchbase.com/organization/akabotics,Seed,"$25,000 ",2/13/15
Akadeum Life Sciences,https://www.crunchbase.com/organization/akadeum-life-sciences,Seed,"$905,063 ",8/13/15
Akadeum Life Sciences,https://www.crunchbase.com/organization/akadeum-life-sciences,Seed,"$150,000 ",10/21/14
Akarna Therapeutics,https://www.crunchbase.com/organization/akarna-therapeutics,Series B,"$15,000,000 ",2/16/16
Akeso Biomedical,https://www.crunchbase.com/organization/akeso-biomedical,Seed,"$535,000 ",7/13/15
Akeso Biomedical,https://www.crunchbase.com/organization/akeso-biomedical,Seed,"$225,000 ",12/19/14
AkesoGenX,https://www.crunchbase.com/organization/akesogenx,Seed,"$200,000 ",6/12/13
Aki,https://www.crunchbase.com/organization/aki,Seed,"$3,750,000 ",9/23/16
Akido Labs,https://www.crunchbase.com/organization/akido-labs,Seed,"$120,000 ",12/1/14
Akimbo LLC,https://www.crunchbase.com/organization/akimbo-llc,Seed,"$450,000 ",5/26/13
Akimbo LLC,https://www.crunchbase.com/organization/akimbo-llc,Seed,"$20,000 ",8/1/14
AkitaBox,https://www.crunchbase.com/organization/akitabox,Seed,"$1,100,000 ",4/21/16
Akonia Holographics,https://www.crunchbase.com/organization/akonia-holographics,Series A,"$11,600,000 ",8/10/12
Akos,https://www.crunchbase.com/organization/akos,Seed,"$1,000,000 ",3/9/17
Akouba,https://www.crunchbase.com/organization/akoubacredit,Seed,"$50,000 ",5/12/16
Akriveia Therapeutics,https://www.crunchbase.com/organization/akriveia-therapeutics,Series A,"$7,500,000 ",10/12/16
Akros Medical,https://www.crunchbase.com/organization/akros-medical,Seed,"$560,000 ",12/30/15
AktiveBay,https://www.crunchbase.com/organization/aktive-bay,Seed,"$100,000 ",2/1/14
AKUA,https://www.crunchbase.com/organization/akua,Seed,"$3,000,000 ",5/15/17
Alation,https://www.crunchbase.com/organization/alation,Series A,"$8,950,000 ",3/4/15
Alation,https://www.crunchbase.com/organization/alation,Series B,"$23,000,000 ",7/18/17
Alatting Inc.,https://www.crunchbase.com/organization/alatting-inc,Seed,"$350,000 ",8/6/15
Albert,https://www.crunchbase.com/organization/albert-3,Seed,"$2,500,000 ",11/23/16
Albert,https://www.crunchbase.com/organization/albert-3,Seed,"$125,000 ",12/27/15
Alces Technology,https://www.crunchbase.com/organization/alces-technology,Series A,"$4,597,304 ",9/18/14
Alces Technology,https://www.crunchbase.com/organization/alces-technology,Series B,"$3,999,977 ",6/1/15
Alchemie Solutions,https://www.crunchbase.com/organization/alchemie-games,Seed,"$20,000 ",2/15/16
Alchemista,https://www.crunchbase.com/organization/phoodeez,Seed,"$600,000 ",9/6/14
Alector,https://www.crunchbase.com/organization/alector,Series C,"$32,000,000 ",9/16/15
Alector,https://www.crunchbase.com/organization/alector,Series D,"$29,500,000 ",1/7/16
Aledade,https://www.crunchbase.com/organization/aledade,Series A,"$4,500,000 ",6/18/14
Aledade,https://www.crunchbase.com/organization/aledade,Series B,"$30,000,000 ",6/15/15
Aledade,https://www.crunchbase.com/organization/aledade,Series B,"$20,000,000 ",1/10/17
Aledade,https://www.crunchbase.com/organization/aledade,Series B,"$20,000,000 ",3/8/17
Alekto,https://www.crunchbase.com/organization/alekto,Seed,"$50,000 ",8/27/12
Alephants,https://www.crunchbase.com/organization/alephants,Seed,"$300,000 ",8/1/16
Alert/Divert Systems,https://www.crunchbase.com/organization/alert-divert-systems,Seed,"$20,000 ",4/17/13
AlertMedia,https://www.crunchbase.com/organization/alert-media,Seed,"$850,000 ",9/1/13
AlertMedia,https://www.crunchbase.com/organization/alert-media,Series A,"$4,160,012 ",6/11/15
AlertMedia,https://www.crunchbase.com/organization/alert-media,Series A,"$4,000,000 ",4/26/16
Aleth,https://www.crunchbase.com/organization/aleth,Seed,"$15,000 ",10/12/13
Alexar Therapeutics,https://www.crunchbase.com/organization/alexar-therapeutics,Series A,"$26,900,000 ",4/30/15
Alexis Graham,https://www.crunchbase.com/organization/alexis-graham,Seed,"$100,000 ",6/1/14
Alexo Therapeutics Limited,https://www.crunchbase.com/organization/alexo-therapeutics-limited,Series A,"$36,000,000 ",3/18/15
"Algebra, Inc.",https://www.crunchbase.com/organization/algebra-inc,Seed,"$20,000 ",9/23/15
Algenetix,https://www.crunchbase.com/organization/algenetix,Series A,"$2,000,000 ",4/2/13
Algolia,https://www.crunchbase.com/organization/algolia,Seed,"1,200,000",10/1/13
Algolia,https://www.crunchbase.com/organization/algolia,Seed,"$1,300,000 ",6/19/14
Algolia,https://www.crunchbase.com/organization/algolia,Series A,"$18,300,000 ",5/20/15
Algolia,https://www.crunchbase.com/organization/algolia,Series B,"$53,000,000 ",6/7/17
Algorics,https://www.crunchbase.com/organization/algorithm,Seed,"$245,000 ",2/4/15
Algorithmia,https://www.crunchbase.com/organization/algorithmia,Seed,"$2,400,000 ",8/18/14
Algorithmia,https://www.crunchbase.com/organization/algorithmia,Series A,"$10,500,000 ",6/23/17
ALICE,https://www.crunchbase.com/organization/alice-app,Seed,"$3,000,000 ",2/9/15
ALICE,https://www.crunchbase.com/organization/alice-app,Series A,"$9,500,000 ",1/19/16
Alice Technologies,https://www.crunchbase.com/organization/alice-technologies,Seed,"$2,069,602 ",10/1/15
Align,https://www.crunchbase.com/organization/align-3,Seed,"$100,000 ",9/1/14
Aligned TeleHealth,https://www.crunchbase.com/organization/aligned-telehealth,Series A,"$11,892,762 ",8/1/16
Alitheon,https://www.crunchbase.com/organization/alitheon,Seed,"$2,795,509 ",6/6/17
ALIVE,https://www.crunchbase.com/organization/alive-2,Seed,"700,000,000",9/3/15
Alivell,https://www.crunchbase.com/organization/alivell-com,Seed,"$30,000 ",4/6/14
ALKALINE WATER,https://www.crunchbase.com/organization/alkaline-water,Seed,"$100,000 ",8/20/13
Alkanza,https://www.crunchbase.com/organization/alkanza,Series A,"$6,000,000 ",1/9/17
Alkanza Inc.,https://www.crunchbase.com/organization/alkanza-inc,Seed,"$600,000 ",8/1/14
